id,title,artists,pp_artist,k16_cluster
0qHMhBZqYb99yhX9BHcIkV,Magical Mystery Tour - Remastered 2009,['The Beatles'],The Beatles,4
6rHh8urosEFRI67xVa6fzU,The Fool On The Hill - Remastered 2009,['The Beatles'],The Beatles,7
1itLKsCWHtLnxALkgBk1Fa,Flying - Remastered 2009,['The Beatles'],The Beatles,13
0QIX9BS0AUCQcHYvyrsMkV,Blue Jay Way - Remastered 2009,['The Beatles'],The Beatles,5
1dxbAIfCASqv6jix2R1Taj,Your Mother Should Know - Remastered 2009,['The Beatles'],The Beatles,7
0vZ97gHhemKm6c64hTfJNA,"Hello, Goodbye - Remastered 2009",['The Beatles'],The Beatles,0
1h04XMpzGzmAudoI6VHBgA,Penny Lane - Remastered 2009,['The Beatles'],The Beatles,6
0JBvtprXP2Z0LP3jmzA7Xp,"Baby, You're A Rich Man - Remastered 2009",['The Beatles'],The Beatles,6
2w7VEWHtt8WW88Yt5H9ibZ,Speed Demon - 2012 Remaster,['Michael Jackson'],Michael Jackson,15
5OoRmdDfAiDztSwrhe7wuE,Liberian Girl - 2012 Remastered Version,['Michael Jackson'],Michael Jackson,2
75Rv9SkGILm24kmhAYvjZg,Just Good Friends - 2012 Remaster,['Michael Jackson'],Michael Jackson,14
21VCYxPZ8A2XpSNUyQCT3B,Another Part of Me - 2012 Remaster,['Michael Jackson'],Michael Jackson,6
2jQfozDpitT8lVEYoOjmeR,Leave Me Alone - 2012 Remaster,['Michael Jackson'],Michael Jackson,0
4DdtaYlJk11wRpRC6eMhHa,Don't Be Messin' 'Round,['Michael Jackson'],Michael Jackson,6
4E4uk2y03wLssBIOjQSUoG,I'm So Blue,['Michael Jackson'],Michael Jackson,6
3YkgiRmt9aNzfxXgcij7eY,Song Groove (a.k.a. Abortion Papers),['Michael Jackson'],Michael Jackson,0
1NeR1aXj5JBFYcDVvMqQpO,Free,['Michael Jackson'],Michael Jackson,6
4xrw5lHtYDYHIFj96Tse7O,Price of Fame,['Michael Jackson'],Michael Jackson,2
3d9E8xXtuKmqNNxA1YW5ax,Al Capone,['Michael Jackson'],Michael Jackson,2
0zZRYdXy3STXl8o847K5By,Streetwalker,['Michael Jackson'],Michael Jackson,6
0oleopAuBlxuq7fcFl9Ap8,Fly Away,['Michael Jackson'],Michael Jackson,6
2O9llQaI7q6FPY2afs9k8R,Todo Mi Amor Eres Tu (I Just Can't Stop Loving You),['Michael Jackson'],Michael Jackson,4
6KYO3lxxVzKdb4zcyEgkaS,Je Ne Veux Pas La Fin De Nous (I Just Can't Stop Loving You) - French Version,['Michael Jackson'],Michael Jackson,7
7lVHsLX1Tgy0UqQFk8NsCO,Bad (feat. Pitbull),"['Michael Jackson', 'Pitbull', 'Afrojack']",Michael Jackson / Pitbull / Afrojack,14
38EeKmUjNEF1KA4KfcEB0v,Speed Demon (Remix by Nero),"['Michael Jackson', 'NERO']",Michael Jackson / NERO,5
5yWui9wtvNkbbKNcYc5fJG,Bad - Remix By AfroJack-Club Mix,"['Michael Jackson', 'Afrojack']",Michael Jackson / Afrojack,15
0xF78UJ2YuihovEnyobBaq,Kites Are Fun,['The Free Design'],The Free Design,7
0UslPQOLhekytIiH9uNxHF,Make The Madness Stop,['The Free Design'],The Free Design,14
4vu3QwdrqbexM0YSnOk8Ef,When Love Is Young,['The Free Design'],The Free Design,7
30hYga9lKkBTvwhH66blrq,The Proper Ornaments,['The Free Design'],The Free Design,1
4kkyFQuiastsXo4QuhIsme,My Brother Woody,['The Free Design'],The Free Design,7
0lMnFz3JBaMbVya9gg0D0w,59th Street Bridge Song (Feelin' Groovy),['The Free Design'],The Free Design,7
7quQqEOlLwtoSD665auz8R,Don't Turn Away,['The Free Design'],The Free Design,10
0lj7sOhnVsvHolCyvCalgW,Umbrellas,['The Free Design'],The Free Design,7
1K3pdEcFwpcvyfUu0UxnGA,Michelle,['The Free Design'],The Free Design,7
3KvOt5YkE8A0uKev0uaf2c,Never Tell The World,['The Free Design'],The Free Design,7
2uXlr3G5ZQLLLj75rN4c0d,A Man And A Woman,['The Free Design'],The Free Design,7
5A2NMammrsPDSKh8QyHwSV,Stay Another Season,['The Free Design'],The Free Design,1
62bNLTSXS9UsyisG3UFAcA,You Could Be Born Again,['The Free Design'],The Free Design,7
016jJOL1REXL7s0ptvLz0S,A Lead Has Veins,['The Free Design'],The Free Design,7
2YHFqvDfnq3eGcfufTvEPF,California Dreamin',['The Free Design'],The Free Design,2
2SNEJAX820CA7AWMaKqvCz,The Windows Of The World,['The Free Design'],The Free Design,7
2MaYkoOWHeEYPLHmug66Em,Eleanor Rigby,['The Free Design'],The Free Design,7
6zHZnBCYnFaESAoUaLZ0cI,Quartet No. 6 In D Minor,['The Free Design'],The Free Design,1
6mi4f7B93iaO4BRxGmMWso,I Like The Sunrise,['The Free Design'],The Free Design,7
5VwuXLjUIRBh5G5EFHx7rd,I Found Love,['The Free Design'],The Free Design,7
5aa2YjeUU9QjD2hUoXYDcL,Daniel Dolphin,['The Free Design'],The Free Design,7
6vpAZ8pZGlB0eCXlpxLK1f,Happy Together,['The Free Design'],The Free Design,2
3TOayk5QddeTKMNZn2hNI4,Ivy On A Windy Day,['The Free Design'],The Free Design,7
5PtUFAsTEb0fwbAYMSYhgq,An Elegy,['The Free Design'],The Free Design,7
1WlFg76QjtcsEwP6DeDj6F,My Very Own Angel,['The Free Design'],The Free Design,10
7LlmJqcaKKTBTSzVO2VItq,Now Is The Time,['The Free Design'],The Free Design,14
6QNGGEQ8KUQE23JqnPlt61,If I Were A Carpenter,['The Free Design'],The Free Design,7
1Ex3gNGgwy9gh4PtH4FXtq,You'll Be You And I'll Be Me,['The Free Design'],The Free Design,7
6lqVhK7iSi5ncvvnN0WPXF,Girls Alone,['The Free Design'],The Free Design,7
2VF73aGJl7buqOmRcR4piH,2002 A Hit Song,['The Free Design'],The Free Design,2
1XoXECUhpNRCt5AHc1zKl2,Summertime,['The Free Design'],The Free Design,1
18955wiBGO3Ex3Elrc53Qj,Where Do I Go,['The Free Design'],The Free Design,7
15RsZxvOFJPe15gmunYbNY,Hurry On Sundown,['The Free Design'],The Free Design,7
1OPnEDHqqfPJAsZGYNYoGb,Memories,['The Free Design'],The Free Design,10
450CXcmCoK8rqwI0AHG16U,Dorian Benediction,['The Free Design'],The Free Design,10
0wp8gr9rKCaRvGCNj15Phh,"Don't Cry, Baby",['The Free Design'],The Free Design,7
4RtXhPekZyABtck9h3juzk,Can You Tell Me How To Get To Sesame Street?,['The Free Design'],The Free Design,7
4QmwyZnh2OnuCei6fJLdVS,Children's Waltz,['The Free Design'],The Free Design,9
4JoDTkeLga7TQur0o2hWtG,Scarlet Tree,['The Free Design'],The Free Design,10
7ASOsoI87O31cW1NqH9ciL,Little Cowboy,['The Free Design'],The Free Design,1
1WFFonSzN8LuoIC3R8Ja53,Love You,['The Free Design'],The Free Design,7
1HqLIgCPCwWruGJruYZxkk,Ronda Go 'Round,['The Free Design'],The Free Design,7
0V1m0OMaIU5RuXF6NWMhsG,Bubbles - Alternative Stereo Mix,['The Free Design'],The Free Design,1
4G7tZUnK3F9RjnUDPkIgwE,Daniel Dolphin - Alternative Stereo Mix,['The Free Design'],The Free Design,7
1ZLMEdgJToH2lwDBg083rF,Kites Are Fun - Alternative Stereo Mix,['The Free Design'],The Free Design,7
1sRfMkVhEgXy7W5dG8NRZ4,Lullaby - Alternative Stereo Mix,['The Free Design'],The Free Design,1
7ysYSx1gZKpC8dKjRh1L5v,Bubbles,['The Free Design'],The Free Design,0
7kIg2kfJrMF4duxElfL2LH,Tomorrow Is The First Day Of The Rest Of My Life,['The Free Design'],The Free Design,7
5siwnOIUYWUX6DDmLAMLWn,Kije's Ouija,['The Free Design'],The Free Design,6
48gbR5An59NtQoXSOPY5n3,Butterflies Are Free,['The Free Design'],The Free Design,7
5LHruF9uFyPxGpimaknrU8,Love Me Like You Do,['Boyce Avenue'],Boyce Avenue,7
3XIkhC4qzqcKdmnIlPpEHO,Losing My Religion,['Boyce Avenue'],Boyce Avenue,2
3XfMyT4Xf5LegDhvbrFEjp,See You Again,"['Boyce Avenue', 'Bea Miller']",Boyce Avenue / Bea Miller,7
6CgNoAbFJ4Q4Id4EjtbXlC,Photograph,"['Boyce Avenue', 'Bea Miller']",Boyce Avenue / Bea Miller,7
4XwpDJTssLYR1wW3EtwFoM,7 Days,['Boyce Avenue'],Boyce Avenue,2
3g61xRaqII8q1wlQDzv550,Beautiful Soul,['Boyce Avenue'],Boyce Avenue,6
2r32NWL4mHb74ceSiAmVDl,Be More Barrio,['Boyce Avenue'],Boyce Avenue,6
7llmdDYjJ8EpdOMyoqBjpa,Want to Want Me,['Boyce Avenue'],Boyce Avenue,0
6zfi0QlxrA6NNXAMSFkirZ,Everlong,['Boyce Avenue'],Boyce Avenue,7
29t9ak5Hyx3cqLJPjS6YGe,Hello,['Boyce Avenue'],Boyce Avenue,7
1vRlgg6EVFEpT8WcJtUgxF,Stitches,"['Boyce Avenue', 'Jacob Whitesides']",Boyce Avenue / Jacob Whitesides,7
6HkyOS6kHOZFlpckPGVDxF,On My Mind,"['Boyce Avenue', 'Jacob Whitesides']",Boyce Avenue / Jacob Whitesides,2
6nlKQSkCbb3Bl6HD6OnCCI,Pillowtalk,['Boyce Avenue'],Boyce Avenue,7
3Dm3Y5vA3le4n0UYZ7pv26,Give a Little Bit,['Boyce Avenue'],Boyce Avenue,5
1ksBnjQFB8NivbG3JYQsuQ,Can’t Stop the Feeling,['Boyce Avenue'],Boyce Avenue,7
55GL7yORnb6ZzmmNToE2Ca,This Is What You Came For,['Boyce Avenue'],Boyce Avenue,2
24O49qaJkiLHlg9lap3szX,Cheap Thrills,['Boyce Avenue'],Boyce Avenue,7
4QSg2BaNDnnJrYuYdzmaA3,One Dance,['Boyce Avenue'],Boyce Avenue,7
0AQWmNQqemSPC0hyCiBUWt,Treat You Better,['Boyce Avenue'],Boyce Avenue,7
1HjKV11twZbyuplYxdgZ3Z,Don’t Let Me Down,['Boyce Avenue'],Boyce Avenue,4
4kVKWRPrPAiH9lb3uphIyJ,Send My Love (To Your New Lover),['Boyce Avenue'],Boyce Avenue,7
0RRZxVYjfY3jWT4XiYAW7k,Rise,['Boyce Avenue'],Boyce Avenue,7
1z8XWVMluW5uMdnDAo0kqr,Heathens,['Boyce Avenue'],Boyce Avenue,7
22IlP1Sz7UCe5fr6I97RoM,Hanging By a Moment,['Boyce Avenue'],Boyce Avenue,7
0175GIeH1HR8bC2FSEDn6E,Dream On,['Boyce Avenue'],Boyce Avenue,7
2P8llFJPxvbLTeGWnVgDQs,Anytime,['Boyce Avenue'],Boyce Avenue,7
40BMgB6kKRh4pvVg4KnzY3,Acoustic #3,['Boyce Avenue'],Boyce Avenue,7
33SH8ZC36EzoRstHbaFE72,Closer,"['Boyce Avenue', 'Sarah Hyland']",Boyce Avenue / Sarah Hyland,6
2xMIWD5akIaOzgCNdnwVwl,Don’t Wanna Know,"['Boyce Avenue', 'Sarah Hyland']",Boyce Avenue / Sarah Hyland,7
3zgcBRTGAyIJtwzbho2UTh,Say You Won’t Let Go,['Boyce Avenue'],Boyce Avenue,7
2zFlsk4LABgLWDRkiIrShG,The Greatest,['Boyce Avenue'],Boyce Avenue,6
4jAGSgyr6rGyd7nqNZeWjB,Starving,"['Boyce Avenue', 'Megan Davies']",Boyce Avenue / Megan Davies,7
37bc0lXXN8Udi7IPwL58Hn,Time After Time,"['Boyce Avenue', 'Megan Davies', 'Jaclyn Davies']",Boyce Avenue / Megan Davies / Jaclyn Davies,7
4nJToJhf3I4zHnuCimcOIW,Castle On The Hill,['Boyce Avenue'],Boyce Avenue,0
3twBprBmuFFwl1JrGnUDL7,I Don’t Wanna Live Forever,['Boyce Avenue'],Boyce Avenue,0
2tJImovA4OWF3CWH1ba13S,Shape of You,['Boyce Avenue'],Boyce Avenue,2
5mw8Zmzqx3VhxqokFAntGI,Scared to Be Lonely,['Boyce Avenue'],Boyce Avenue,7
056S20Vj1zTw3PW3qnWA0p,It Ain’t Me,['Boyce Avenue'],Boyce Avenue,7
24wwTOtjT3bhG5qgKOO9zV,Chained to the Rhythm,['Boyce Avenue'],Boyce Avenue,7
4Cp65ovPFy3v6uqlIAvDGs,You Wanted More,['Boyce Avenue'],Boyce Avenue,7
0kjXWQm5HJwjAykPJsagbN,Despacito,['Boyce Avenue'],Boyce Avenue,4
6EjTJbsppP7Ubkhz35wDmN,Passionfruit,['Boyce Avenue'],Boyce Avenue,7
4CSPFU5k1lIWkyRVW72p9Q,Malibu,"['Boyce Avenue', 'Emily Zeck']",Boyce Avenue / Emily Zeck,7
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,['Boyce Avenue'],Boyce Avenue,7
2oEF5t4mzBLmVNLAQUwpgn,There’s Nothing Holdin’ Me Back,['Boyce Avenue'],Boyce Avenue,2
5cKhSuxlUsfE5ykExZoE89,Attention,['Boyce Avenue'],Boyce Avenue,7
2LFfMmFFNMIZWzSt7qacjr,Ironic,"['Boyce Avenue', 'Emily Zeck']",Boyce Avenue / Emily Zeck,7
33iYsDntwzXbfaUHIm4dL7,Imagine,['Boyce Avenue'],Boyce Avenue,1
3dngrsvunl988VO573DbGx,Come On Get Higher,['Boyce Avenue'],Boyce Avenue,4
1ZGj8KAuj4D81LnwH5FQYy,The Climb,['Boyce Avenue'],Boyce Avenue,7
0PtxNsmGBPMRH57YaxmheW,Turtle Shoes - Live,['Bobby McFerrin'],Bobby McFerrin,7
7mLs9wMQe6nHltpUbtnamE,Another Night In Tunisia,"['Bobby McFerrin', 'Jon Hendricks', 'The Manhattan Transfer']",Bobby McFerrin / Jon Hendricks / The Manhattan Transfer,11
57xsgUuy7lLVvWiHXgLCaP,Even For Me - Live,"['Chick Corea', 'Bobby McFerrin']",Chick Corea / Bobby McFerrin,14
0Wo3GhbNxY7xpemOkV9hgM,Mañana Iguana,['Bobby McFerrin'],Bobby McFerrin,7
4LudKsgfaSO9LoYgCIPjOW,Drive,['Bobby McFerrin'],Bobby McFerrin,7
0rQB7WI7UXs4LJdMzN3guw,I Hear Music,['Bobby McFerrin'],Bobby McFerrin,11
66fuTx4WyUPk2dnVN9N5Gs,Walkin',['Bobby McFerrin'],Bobby McFerrin,7
6SBgRsmdcbpiv3E3t2gSjN,'Round Midnight - Live,"['Bobby McFerrin', 'Chick Corea']",Bobby McFerrin / Chick Corea,8
7CgRXXie9XIxVSkpKi40ID,Praying for Time - Remastered,['George Michael'],George Michael,5
1IiN25dDcmKq6ZHq2JxaQv,They Won't Go When I Go - Remastered,['George Michael'],George Michael,1
6pgwx5ErcvcYwnkYuck1L1,Something to Save - Remastered,['George Michael'],George Michael,7
2q1lPD9JAnCo5TDDrbC9Tm,Mothers Pride - Remastered,['George Michael'],George Michael,7
2EBWsH43kZsQd6MSPygouy,Heal the Pain - Remastered,['George Michael'],George Michael,0
7JB0vN4kCc3lk9FskxwrDr,Soul Free - Remastered,['George Michael'],George Michael,2
0HTsWXCXgXNWUP0hUTnfnp,Waiting (Reprise) - Remastered,['George Michael'],George Michael,7
0tLa4mib11WGc1YbSa1AFq,"Freedom! '90 - Live from MTV Unplugged, 1996",['George Michael'],George Michael,14
2cM4093hKmkWTF0Rc5OdJa,Fastlove - Live,['George Michael'],George Michael,14
4Qz9Qc7wxwmTIcyf4DrHkR,I Can't Make You Love Me - Live,['George Michael'],George Michael,7
0BEtL2dM2M0r407t1pSQyV,Father Figure - Live,['George Michael'],George Michael,14
73hqDD2Q73TPNHOQ08m93H,You Have Been Loved - Live,['George Michael'],George Michael,14
2kaDIOcZx2WARb52smVMt4,Everything She Wants - Live,['George Michael'],George Michael,14
03foiz8DrPBf6X4FKYHnNW,The Strangest Thing - Live,['George Michael'],George Michael,14
432ZQ4Y80ldZKJQYhEG8xF,Older - Live,['George Michael'],George Michael,14
1OgHmtpQItAfUeYEySAnk1,Star People - Live,['George Michael'],George Michael,14
6qqSJIvxbhlgAfpbrYxVeH,Praying for Time - Live,['George Michael'],George Michael,7
4KWyVkKxuFY4KxmCmW9YlC,Fantasy (feat. Nile Rodgers),"['George Michael', 'Nile Rodgers']",George Michael / Nile Rodgers,6
37yysqdmMJFcvMeRZM1SXP,Soul Free - Special Radio Edit,['George Michael'],George Michael,2
2rOCQv6nlQklVMJn1y58nv,Freedom! '90 - Back to Reality Mix,['George Michael'],George Michael,2
2leLW4hgVA2MEG02PB3TN3,Freedom! '90 - Back to Reality Mix Edit,['George Michael'],George Michael,2
4yQ2J750Zg0baA6MeQ556u,Fantasy,['George Michael'],George Michael,2
0YuqaTaX6wdAI3mSR6LPQt,Freedom! '90 - Edit,['George Michael'],George Michael,6
6dDYckwvmMGZO1qB1tiuWv,Cowboys and Angels - Edit,['George Michael'],George Michael,1
2mpPu9931WS9IDrhS6tE1x,If You Were My Woman,['George Michael'],George Michael,7
4fW718TtzWhIfGMc6owKzZ,Too Funky - Single Edit,['George Michael'],George Michael,4
5UOkz2bU1PO6GzzTir8Yiw,Crazy Man Dance,['George Michael'],George Michael,2
7maJwv0eHozssxFLU63AlO,Do You Really Want to Know,['George Michael'],George Michael,0
6U0YEjLHmGbDC0yEHNaaSa,Happy,['George Michael'],George Michael,6
6i8xgkKI9Hy583JkVGOyJz,Too Funky - Extended,['George Michael'],George Michael,2
4kdVNFSxFM5FjbDEXrrqs8,Too Jazzy - Happy Mix,['George Michael'],George Michael,2
4xTjhIFjK1iF91dHIJ6MLJ,Fantasy '98,['George Michael'],George Michael,2
4PPvcFVmgJq7bJrAAa6hDe,Heal the Pain (with Paul McCartney),"['George Michael', 'Paul McCartney']",George Michael / Paul McCartney,0
12mgkzfizFiWfrhr4EOKfn,Desafinado (with Astrud Gilberto),"['George Michael', 'Astrud Gilberto']",George Michael / Astrud Gilberto,0
3uaVLkgDqlYy153yFBUVtl,Mustapha - Remastered 2011,['Queen'],Queen,3
6VH7sh6fC6YPi297UC2Fkg,Jealousy - Remastered 2011,['Queen'],Queen,5
5HJiNvg6s7ovq5kPrztHKp,If You Can't Beat Them - Remastered 2011,['Queen'],Queen,4
00ITtxUozN0vifE2uYvtqn,Let Me Entertain You - Remastered 2011,['Queen'],Queen,14
3OCQ5ybKASY4EIb4i9hsd7,Dead On Time - Remastered 2011,['Queen'],Queen,3
06UXtRLTF6kdMSM3uaVCCU,In Only Seven Days - Remastered 2011,['Queen'],Queen,5
0TpWjIOuNMnpuRjriPbGiF,Dreamer's Ball - Remastered 2011,['Queen'],Queen,7
6jtctBYvybxCAmlg7nT6CS,Fun It - Remastered 2011,['Queen'],Queen,11
16aW2zHbbpDDoSy0HCA8xc,Leaving Home Ain't Easy - Remastered 2011,['Queen'],Queen,5
2YrfSHux2BaTXQs1535EHC,More Of That Jazz - Remastered 2011,['Queen'],Queen,4
60TFb3oIYlXCkFJgPKQ7nR,Transgender Dysphoria Blues,['Against Me!'],Against Me!,5
2ZiWs8DmN271EhizcpGM22,True Trans Soul Rebel,['Against Me!'],Against Me!,4
08eQ3l5ozGKNoEH6E808lw,Unconditional Love,['Against Me!'],Against Me!,4
6BxkK24W0EWk4VXn9WxKG8,Drinking with the Jocks,['Against Me!'],Against Me!,4
46J3bzFPeK8SXmRyDfwzqv,Osama Bin Laden as the Crucified Christ,['Against Me!'],Against Me!,4
0Uv7Nu8Dqn6gxfHkd9GOPB,Fuckmylife666,['Against Me!'],Against Me!,4
7xSRqN0yQdjyiG7UdOVq56,Dead Friend,['Against Me!'],Against Me!,4
3QGfHZshnbCHRoVFN2hM1C,Two Coffins,['Against Me!'],Against Me!,1
20CTIhjYmMoS4QtXCkmUig,Paralytic States,['Against Me!'],Against Me!,3
6RwvRMRTGg52KiB9VVioxV,Black Me Out,['Against Me!'],Against Me!,5
6XHT2NrgBDKNsHbc7SU7j2,Hawai'i '78,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
29C5vbKkQd0nzhobhJI3sy,White Sandy Beach Of Hawai'i,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
5NLw0Fd6cixHeCXgqFXTa4,Mona Lisa,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
56RFim7wx7nMSk9myVJrvA,Wind Beneath My Wings / He Hawai'i Au,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
5otjnmLZ0wbwlAz2xWH5rd,Kaulana Kawaihae,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
23goMEshCTuN9Aexcj3IyS,'Ulili E,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,10
5qqGyPCr2kiiWwTVkm5Hyp,Hele On To Kauai,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
59KTONcO6DY7X4s3xCyVHk,Kamalani,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
27qAXphDt3EuSYgntStcqm,Hi'ilawe,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
3ElXjk7FSQbNKnz0KBm7ZY,La 'Elima,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
6in7SUxBws6N8UTrkzS8e6,Opae E,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
2g0IAGf2ZKRko2YbbtCZiT,In This Life,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
3EUdTcA6x76JnRQ5c4wAJa,E Ala E,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,7
2ApL3MpWOJvpaMfd2VH685,Hawaiian Like Me,"[""Israel Kamakawiwo'ole""]",Israel Kamakawiwo'ole,9
5IjdWT1HzNoPQJrCa0KHqf,Ship of Fools - 2009 - Remaster,['Erasure'],Erasure,2
7mJq1WqXPVZjQ7yjPuqi7P,Phantom Bride - 2009 - Remaster,['Erasure'],Erasure,6
2u99Zw0lJfewLNqXNOkwJA,Chains of Love - 2009 - Remaster,['Erasure'],Erasure,0
1SutMo2l9RWqHh4p0Qoand,Hallowed Ground - 2009 - Remaster,['Erasure'],Erasure,4
6pRW41OaBWgLinA46S6lDS,"65,000 - 2009 - Remaster",['Erasure'],Erasure,15
2vnu3GQN516CrPmg6DDXDA,Heart of Stone - 2009 - Remaster,['Erasure'],Erasure,6
2iTvxVDWvfD4PlAz6ZLYGu,Yahoo! - 2009 - Remaster,['Erasure'],Erasure,0
5J6eex0f9JQTTt6I2gB6Cr,Imagination - 2009 - Remaster,['Erasure'],Erasure,6
2gEyOLq0fWAxVgG2uVYPIe,Witch In the Ditch - 2009 - Remaster,['Erasure'],Erasure,1
1ZyzrpvKQtymSuTaeRhnHt,Weight of the World - 2009 - Remaster,['Erasure'],Erasure,0
2d2YVT8FG6IK86vTGEXqyR,When I Needed You - (Melancholic Mix) [2009 - Remaster],['Erasure'],Erasure,5
7BCmgh8UMyI7TfOzSOmFJO,River Deep Mountain High - (Private Dance Mix) [2009 - Remaster],['Erasure'],Erasure,4
3na3OqxgUzZymsUWO0CDDY,Tear It Up - Remastered 2011,['Queen'],Queen,5
0KUSMBpldIsIXAIDC3TkwJ,It's A Hard Life - Remastered 2011,['Queen'],Queen,5
4hH5c9dSIIct8Q90vTWPlj,Man On The Prowl - Remastered 2011,['Queen'],Queen,14
0LLVng76exXBW3zdm9sAUv,Machines (Or Back To Humans) - Remastered 2011,['Queen'],Queen,5
3yuzb5ntN9laqUXC3Tj0jy,Keep Passing The Open Windows - Remastered 2011,['Queen'],Queen,4
2VnXWH2apfJHjNkQavoNoW,Hammer To Fall - Remastered 2011,['Queen'],Queen,4
0c6nzXnJx04uNt4HunPqGB,Is This The World We Created...? - Remastered 2011,['Queen'],Queen,7
5XqAFFrqoaCQRQg9YriuMU,I Go Crazy - B-Side,['Queen'],Queen,4
38hqm4uhpXF8WWIh2PhKx1,Hammer To Fall - Headbanger's Mix,['Queen'],Queen,4
7c6vMsLCd1O9vOlLFd8Ezz,Is This The World We Created...? - Live In Rio / January 1985,['Queen'],Queen,7
4o6DQxpcD1IGji29YHMfvL,It's A Hard Life - Live In Rio / January 1985,['Queen'],Queen,14
2xGO2UjzxeVQSIkyg98vck,Thank God It's Christmas - Non-Album Single,['Queen'],Queen,5
7vOLJwP5O0woITaIQWOoUX,Why ?,['Bronski Beat'],Bronski Beat,3
5Hws6nnJuqf6rJwZGA82GG,It Ain't Necessarily So,['Bronski Beat'],Bronski Beat,7
585iaRHHtqCCBDgdagkhFJ,Screaming,['Bronski Beat'],Bronski Beat,7
07t3RmKwUA6kTeZEVavg8P,No More War,['Bronski Beat'],Bronski Beat,7
1v3suXchzST4yPBS0tBjb9,Love and Money,['Bronski Beat'],Bronski Beat,7
6hGR8h1TNi14VGiDnnLvOQ,Heatwave,['Bronski Beat'],Bronski Beat,14
0B5tjoXHUwftMvd5cqTyrl,Junk,['Bronski Beat'],Bronski Beat,2
7grRm718788MzsonGq4Y1M,Need a Man Blues,['Bronski Beat'],Bronski Beat,6
3oDtHLkS4k687WbPCd7EdN,I Feel Love,['Bronski Beat'],Bronski Beat,14
4ANOgAo2pRLVd7y7mzlhfU,I Feel Love - Medley,['Bronski Beat'],Bronski Beat,6
5mrU72j7wZU4WNbSI6xhno,Run From Love - Remix,['Bronski Beat'],Bronski Beat,0
6KDT201OP5hzi0c5nVgWkg,Hard Rain - Remix,['Bronski Beat'],Bronski Beat,3
3pLF7eo25HECSq9TrO2tBA,Memories,['Bronski Beat'],Bronski Beat,10
5hdF3leT2YJhEVCyrkRHEz,Puit d'amour,['Bronski Beat'],Bronski Beat,1
5hSgQKu7Ecbd1IZ85FM1iZ,Heatwave - Remix,['Bronski Beat'],Bronski Beat,14
061YzFZPPXPtiq6jdeidpi,Keep the Secret,['Gala'],Gala,5
2rVQyOpG4G2ECnQFOCsnmz,Come Into My Life - Molella And Phil Jay Edit Mix,"['Gala', 'Molella']",Gala / Molella,2
1qn47XMo28FiaNTKswPqUD,Suddenly,['Gala'],Gala,0
1KiWU9ufjFN1CHhbvWkZMi,Freed From Desire - Slow Version,['Gala'],Gala,2
7ybprTSdhXFzGWdtUEyfjG,Let a Boy Cry,['Gala'],Gala,2
7A8XcgIT1tJkk7Pl4VKT3Z,Summer Eclipse,['Gala'],Gala,2
41nFtw1weITJelt0GMlf8s,Dance or Die,['Gala'],Gala,15
4tV1uoeNX8vOQMkvhcSz0P,Come Into My Life - Molella And Phil Jay Edit,"['Gala', 'Molella']",Gala / Molella,6
6Lmcp0CfSbOWu871YXyodI,10 O' Clock,['Gala'],Gala,2
3u5N55tHf7hXATSQrjBh2q,Freed From Desire,['Gala'],Gala,2
6p3ELyHjKWbkV6KMctefhK,Suburbia - 2003 Remaster,['Pet Shop Boys'],Pet Shop Boys,5
2BKYhEJq0JIxHAyVQ3g4TF,Se a Vida E (That's the Way Life Is) - 2001 Remaster,['Pet Shop Boys'],Pet Shop Boys,6
2iZNq186Xq512QUQGa7Lm9,What Have I Done to Deserve This? (with Dusty Springfield) - 2001 Remaster,"['Pet Shop Boys', 'Dusty Springfield']",Pet Shop Boys / Dusty Springfield,0
0uvpf70oSXZTUZoQIeCuud,Always on My Mind - 2003 Remaster,['Pet Shop Boys'],Pet Shop Boys,6
0evkiaenCA8nbeIPuV0lmR,I Wouldn't Normally Do This Kind of Thing - Beatmasters Mix; 2001 Remaster,"['Pet Shop Boys', 'The Beat Masters']",Pet Shop Boys / The Beat Masters,0
5uciy3roL1BKI67debfq7s,Home and Dry - 2003 Remaster,['Pet Shop Boys'],Pet Shop Boys,6
4nZHhE7aGQSpIJVV54ysad,Heart - 2003 Remaster,['Pet Shop Boys'],Pet Shop Boys,2
3FvCZsQjp99ySoxb7TZWtY,Miracles - Radio Edit,['Pet Shop Boys'],Pet Shop Boys,3
