,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,k16_cluster,pp2_k12_cluster
0,0.5238637530374544,0.26800920131524164,-1.0685292926192425,0.26486073354934364,0.7192305970537723,-0.23048596752804665,-0.30388543066844415,-0.394190332534896,-0.19797786100566506,0.60174647380575,-0.21503264516806375,-0.13692939729369838,0.19313580637727365,-1.1520521667956993,-0.3584696952038353
1,-1.5077743273901503,-1.1061857484626756,-0.14403608579681104,-1.3861506522653595,0.09083754045240594,-0.04711316333180022,1.578452495380606,1.0376805430555929,0.4333904522431253,-1.1174277392242806,-0.9089041495299451,19.767013720947762,-0.4923055027947479,1.0764776825412097,1.8556023727408575
2,-0.9196763720700263,0.7226455671964249,-0.17304322778324224,0.5621770369295802,0.38774468847400895,-0.08588017598561395,-0.5870626641653238,-0.3385612545165165,-0.00830600988284323,-0.25869875667677916,1.1263264637615023,-0.009362750950325974,0.15354205516121186,-0.40391926410586965,1.5394226357595233
3,0.5096135790085549,0.4221287512495489,0.2525922074302939,-0.07589321821050851,-0.2844300879378321,-0.2920694269390059,-0.4478434571595464,2.240009092179977,-0.28589006837623304,0.6136081245237864,0.06532590376667978,0.27961588162885664,0.16940699109637816,1.830616500980213,-0.041476049147755566
4,-0.8707399949375778,-1.0306607892755688,0.02085824138239344,-0.6189354445307843,0.15074182289615143,-0.35466019278510297,0.9152909974825921,-0.08447848415967896,-0.11212800371407418,-0.6178178426270761,0.12907799985386945,-0.0472204835966322,-3.310718581021198,-0.8475920478196763,-0.5409835008029834
5,0.4192150041034709,0.32897610172900865,0.2591326827381313,0.36544598593676636,-1.390374664393569,-0.12021427401630205,-0.3697641745081268,-0.3929964666466702,-0.16710348476141898,0.3098222021802436,-0.08943010816359451,-0.08795187320932847,0.18743615130955688,-0.8104277417198741,-0.9897139771240183
6,0.3422082289529514,0.3374306821143168,0.7674056469583402,0.3420063550305186,0.7192305970537863,-0.25739585172486207,-0.36237853480020005,-0.4009021279008769,-0.1879935384414089,0.43291491275485294,-0.2821474696049794,-0.11834941801618791,0.20409476924050923,-0.04168343518961107,0.5908834248151434
7,-0.3554025519739135,0.47053733936716957,-0.044544111400949056,0.26504880480242765,0.06466605882259396,0.07381370575633775,-0.20833842961331434,-0.19348277418439067,3.168233874116934,0.043717482405661715,0.008943940184826745,0.15302421008945616,0.13065355428218603,1.8368459494852118,-1.3061949970734672
8,-0.3952096356998084,-1.2922492896360425,-0.06730653293455277,-0.7219163650084195,0.20826166688861764,-0.3902598935632071,1.406977513608426,-0.3282963167831589,-0.259737628574972,-0.5719146601287114,-0.3997323163802117,-0.0834771680701428,0.27346154770729847,0.1990794444252455,0.9070631617965785
9,-1.320580277950626,-2.150663046951396,-0.10506256194326065,-2.865607421932303,0.05396821013141298,-0.4064824794382432,2.179447262886895,2.3402567423501477,-0.37039209492541253,-1.152156045632614,-0.5961289742447365,0.011348349553433083,-0.42931543453151877,0.9013205440613887,1.2228461864355125
10,0.17641791431438608,0.25643902795908435,-0.027371944042998,-0.17406489653053547,-0.1457850242251284,-0.3124155127744657,-0.467323040218265,2.267873585461662,-0.3007822803143244,-1.0906903693823204,0.08376989857418134,0.9519881848230172,0.1510962392550206,1.7766712423688003,-0.039154043735408074
11,0.7528381479969392,-0.06455459989393987,0.003993891585875106,0.19232308545241067,-0.15219188229235364,2.8572026002339275,-0.10325729652595603,-0.4363821539857537,0.008849415015737175,0.02372827451008953,0.05358466464490334,-0.26818092472051275,0.1926395659150187,1.1561509772886214,-1.619208539192196
