,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,0.6911385642737877,0.7055724355407125,1.4741235392320535,-7.433039695789273,1.0,0.0654623817473567,0.174131015893155,0.025410884060471123,0.16094609534409143,0.7259137451307752,117.8433081061027,216558.98330550917,3.99925802263031
1,0.44569974657881345,0.3894242726811963,5.292448048656868,-11.047416624429792,0.754181449569184,0.0469323872275722,0.5305783497972633,0.07601813354789638,0.17447557019766852,0.36263694880891983,129.365530157121,227259.79624936645,3.0
2,0.7142034404072333,0.7078772160786387,6.877654906090925,-7.099146041776372,0.0,0.07904614709496238,0.16454733056345444,0.02389680157100234,0.15905425662629485,0.717407934000353,118.62745760926784,221268.99175004388,3.9957872564507637
3,0.5372186225645669,0.745839148164933,4.9832351608518355,-6.187842546443146,0.0,0.06961871318531952,0.09831055633439065,0.02869473337109202,0.18293482102401482,0.36731169007702674,123.1601030811055,233597.58065246942,3.9900317172632533
4,0.42648717221828447,0.8173335695724059,5.208835341365462,-5.880817150956779,0.89983463264824,0.08218596739900788,0.08776544427828958,0.03858288271911164,0.193301535553981,0.5380545003543584,166.50264233404198,222242.54807465154,3.97495865816206
5,0.5195022346368705,0.7211516360734249,4.074022346368715,-6.400949321628087,1.0,0.05834385474860348,0.09634388100758165,0.028332127731444463,0.17497627693535525,0.32150650438946493,110.5093543495608,242506.1823623304,3.999800478850758
6,0.6705824707846395,0.7189692821368959,8.275292153589316,-7.041977629382311,1.0,0.06335075125208674,0.1593826039849751,0.022767746752921595,0.1618948414023375,0.6887334390651075,115.50093155258793,217399.9410684474,3.9984974958263773
7,0.5220639751552794,0.3134590621118002,5.136645962732919,-12.412450310559024,0.7480331262939959,0.04935778467908899,0.7236434223602484,0.043433922397515694,0.15260291925465866,0.376123892339545,110.83698654244286,215892.8304347826,4.02815734989648
8,0.3355527777777778,0.3089165611111112,5.263888888888889,-16.56257777777778,0.625,0.05791388888888893,0.6755954000000001,0.4940490989444444,0.19135694444444434,0.22048611111111097,106.02867777777782,773095.5972222222,3.8222222222222224
9,0.3872374999999998,0.37760244642857155,5.324404761904762,-15.456229166666677,0.6398809523809523,0.09938541666666666,0.5941736485714285,0.3281974495535713,0.19484702380952384,0.3180497023809522,100.12299404761899,195160.4732142857,0.9077380952380952
10,0.3615288158487166,0.11870072624943726,4.847366051328231,-22.990827104907698,0.6884286357496623,0.04719491220171104,0.927804681224668,0.8197104095092317,0.13223732552904127,0.22619284106258425,105.02784826654637,201682.70463755066,3.7672219720846467
11,0.7132648044692753,0.6239850111731842,5.259217877094972,-7.61798519553072,0.5863128491620112,0.35577988826815593,0.221673427178771,0.011813812924580998,0.19612561452513955,0.5146871508379893,123.12885251396663,203744.8938547486,4.002234636871508
12,0.34835483870967743,0.454741935483871,4.483870967741935,-13.769967741935487,0.7096774193548387,0.09098709677419356,0.7049421612903226,0.40378640645161284,0.29893548387096774,0.2606870967741935,93.3804193548387,3011304.870967742,3.774193548387097
13,0.6251713360323876,0.7252380566801627,4.744534412955465,-9.118474898785424,1.0,0.05687064777327931,0.10336383943319835,0.7940951417004062,0.150024898785425,0.4308243724696355,124.31278461538452,300648.8979757085,3.9927125506072874
14,0.5232804458349625,0.7548806804849432,5.080954243253813,-7.224692217442317,0.6898709425107548,0.09308705514274554,0.18882815561204502,0.07722650699256946,0.7245017598748535,0.5199994915917092,121.83769417285878,248678.75909268676,3.973406335549472
15,0.6625293720809531,0.7150508562532426,6.654385054488842,-9.302120394395425,0.0,0.05803035806953822,0.12091213378308238,0.7912039439543332,0.14485967825635684,0.4194794499221588,123.00225687597293,311363.4291645044,3.9761286974571872
