id,k16_cluster
6OFXDyfd3QB3DhXGfSBZUY,9
0M3R6DwX1N2RBbB7GD2YK3,2
6MYjpAyxNrvtv2CuWElI9v,2
6qMf2bVZy4IuGvxoc6uOPt,7
4QOd5iP1186Lpwnx4q3cLr,0
2hOBvV6M8x3IVnpCtIZuGj,5
15PtqQJFjjGgVoiLN7PCDI,1
2j9Pf1DEfRxTJaDRptIRJs,3
5Og4SxnqSI9t1EPkp3lFoj,7
3o9kpgkIcffx0iSwxhuNI2,2
0fQfJFfngYfG26560HLMLN,6
3PmaqkHQLWpxKhSpo6yJip,3
5tFAwDNw4K6KYKCWtta7pe,2
1diS6nkxMQc3wwC4G1j0bh,6
1V4uMdCH6aDZire0vVqnXW,2
1IdDtg7GhWfHYEWDymq3d2,6
4FuZofNMHdtsEdrsqwF3xR,2
69GVTnxGmUlF2ymLPL2CEp,11
0v2boHmWtxMTD2REGN8MbK,2
2GPCE96x9Go6acdDt8ex6p,3
3t4KHjd8uQpJJ2fa0fRIpR,0
3eJH2nAjvNXdmPfBkALiPZ,6
33aow0AcXYvT1FoWNzMcqN,3
0JgB0ccRefpsOgZYBcioxh,2
3mxfnoWPnSxcuxj897oDX7,5
7lphCl31xQlZo4wl6hwt7m,6
24MH7MzHl5XAYlmMdn85CF,4
5hgFUk8xWn6msCZ0lAATEH,2
3Ga2FI7lPeJcqRaJNRhfyK,0
0QeYfEmq1rHrZ0p8s0KOHJ,6
5SMgvBAjSwX2JhcYkGoFAc,0
7ElC7VjUNl3oJ20Q5OpEh9,11
79wbJeLkXOlJh4AzaWCWfL,6
3yMC1KsTwh0ceXdIe4QQAQ,7
6D7Y1ifRZYfqaTvffJ2zGT,4
5evRJdyXpQjdXhplXIQ0Bc,3
0EFuHbkuin3pM6byX7VlGI,3
5fw7OEMjARmFAu0cQ363U4,3
0CcPL8OEi8vchvprpl6oYe,6
7jCSncvK7rzgYQehMosoM3,11
3Pmb4dhpihcIBwdbL2r216,11
0HCFZGK3c1TQorbyPHcj1l,7
05eZlxyjbkHMPCnunUasCS,2
2JiHR4gCDjXwYVRDmwdk95,6
50nfwKoDiSYg8zOCREWAm5,0
5QYnNhTKsN3kE7OaqILA1U,7
3rmo8F54jFF8OgYsqTxm5d,2
4btFHqumCO31GksfuBLLv3,4
3NuLxTXowTRcguTh9RsPmM,7
0YbI9lWxUBsCJLb6EBydkr,5
5sv0WnUs74Orn6GoPmC5im,6
2SUxn2O9NHL6GHGQFgwCY0,2
0VuDtcT7H4CAljLZEH021x,6
1i4F583d9v9RabcfOlKKVL,7
0rt63HYAAIzUZo5O2D0uA6,7
2Ldb2ytuC9AxhpAkVEJBI6,7
3BiiSLo0wyHAY7lpCEO6ge,6
4qu63nuBpdn0qHUHuObEj1,6
6lzc0Al0zfZOIFsFvBS1ki,5
4OAuvHryIVv4kMDNSLuPt6,3
3S7HNKPakdwNEBFIVTL6dZ,5
6AtZLIzUINvExIUy4QhdjP,6
3nsfB1vus2qaloUdcBZvDu,4
3yII7UwgLF6K5zW3xad3MP,6
2r9CbjYgFhtAmcFv1cSquB,5
5YqltLsjdqFtvqE7Nrysvs,4
7eQj6r5PIdYKEIZjucBMcq,0
0y6kdSRCVQhSsHSpWvTUm7,5
7J4b3LVCIGO4CMBDFLPoP6,4
73qMN9bXy7MSPwwGfH3wQr,1
4e5ayHsOLJNLTGfjau2mEw,0
7qEUFOVcxRI19tbT68JcYK,5
7A2cNLRT0YJc1yjxHlKihs,0
05GsNucq8Bngd9fnd4fRa0,5
0NRHj8hDwwmSPaA41o379r,5
4pNApnaUWAL2J4KO2eqokq,5
0DMVrlMUn01M0IcpDbwgu7,6
5jAIouBES8LWMiriuNq170,1
7nWui6jiMM2m9qFmET1Mtj,7
4OmFmE0fzcMG6g0Y8p4eSD,5
01K4zKU104LyJ8gMb7227B,7
0v4z1tuZvn6LGknom9Qx7d,4
3z6XUommYDWPHeFhmhhT6j,6
4CkgMiMqZ5JzW9iYXSTMTL,1
3oGVx9RBmiYGv5ZCecWLkx,5
4IQkfUsrwXol38VV3U7t7T,7
6pYNq0ZwpPVazKzsqpf0G8,6
5enxwA8aAbwZbf5qCHORXi,5
5SfQhaZTGL7IewCIvMifFJ,6
7Lv78wiIJcKgND9Zi7AIOt,5
1BSMpVGWs3v5BZKnAQziAc,11
0oaY19dUwZimIgzn3ZZLZO,7
5NU40QTlXrDUJzDBdv79bg,6
6F2r4HgpJnvKDmkN6JEN6J,5
3T03rPwlL8NVk1yIaxeD8U,7
6Xgq7MvZiet0hVi3KaDSgJ,11
137mSruegm1u6x9NvwiagR,7
680qLWCMRfR6evrNNBCE9e,11
7aely3H8kMj9o0gt6vXHE1,0
1nahzW3kfMuwReTka28tH5,3
3buwFfY33H32wfZ6X9poV3,5
6I3mqTwhRpn34SLVafSH7G,4
4iJyoBOLtHqaGxP12qzhQI,0
27UcQ6dAvQrgH9C880rCM3,6
2tB9OFgAHjAds3cqquLlvp,0
2WnAKZefdRHxtBEkRjFOHC,0
3S8jK1mGzQi24ilFb45DAZ,7
13CVSGLSFl4UxpDVR6u3dq,7
2DuPBbS5mIldXnh7Wum8Cy,7
09u787BYeYIGd2mFIJ505t,6
3Kkjo3cT83cw09VJyrLNwX,5
6w8ZPYdnGajyfPddTWdthN,2
6v0UJD4a2FtleHeSYVX02A,7
496vIKS2INz840xZaKncvR,1
2c6xRsQBv7pynuhYhWoHxo,7
6bGMSP3H9YqkmaLnaJTIoF,7
10ImcQk9tihY1EKMDIbvXJ,9
2j3GxEsbNYNeEzz86wDY4J,4
0oCnBvlZRGf5xJQfiJRMLI,6
0HLhptvI8NozbOHRLNniFz,6
46z6ENU51UUGeRam2fWrQW,0
3GzlD1A9dI81Ug2h1aodtI,6
0fL0C37F64Ufzi2kHRql5Y,6
7AkEdikRXuJidbVeHC25uc,1
4jUAn4mBt4LBsRREJkeCSr,14
47ayPzW4Ewim3P06Ydc55T,4
5VrWUyNcpqvhUt13uPBSef,5
0iiKH9FbsFKlh7QjmJtYAf,7
7I60cdZVrLvQCbMLTupIBY,5
4tSqKLP6qzmDYkLBUOo8P5,6
5AL7osnKigcHhRpMlK20c8,2
5KRon82m0SiGX4e512nbV3,5
4sPE5nLWZgF6NiZfTqZQoa,6
7641LCcTz7WbkrbN15DnmY,0
4EyUWVbXEAUWfYrpMpnlBm,3
6UDJJa0fFvJlmhTTMdsfzr,7
5fEu1UrlykZG4kwONVPcs2,2
6p9gMpEXeT18L9zsY5w10h,5
2SevxqYWPrVA0r7kc7CPiA,2
7eBAXS8XE6CWO5s7n5h5Kc,5
5g0g18bTLe2q7Dgba1nlRb,3
4sofJiicQwKsRo3S1vpt39,6
3pBv3LfvfPft2TqHleqKHo,6
1fWMpx0wmv2fVCHEX9MmP6,6
6lYxkQglLrKTc0mfTj7Esl,0
5sQD5Wiz5sjT02MjQUvkxq,1
5oOwrzVOUXoqUUMwWH0U71,6
7nGXisQHTmaOHpVRehSlhe,6
15NqDX3qmiDYIRYqVNmZIB,7
24OeEKPQ8qqNZnPevRHxUT,2
6mrUAKW4UA7ygQzoyekxxr,1
23EquxExXkNmGCCY96P0Iu,3
3J3EdH1ZgXqk1ROTzQOF0U,3
6KL88T4Ma4ABXqzgUoEwkd,2
2l3gQ8Zv1KlGqyE6B4ntPC,6
6aDsgHPZsMztSbZernzlF8,5
2IpeTEPICyB66jjg2hU4Vg,5
37LNNQNbL1YLyutBG6aWRx,2
4VhR9r9zgzikeruUScgj8A,3
2ExaKO7GhafvrUHOjWxjgC,5
73xYQWRzImNfVHhz0x9ETV,0
2z8S9ARUXOXWT9h0PdF4yP,5
3fT6xqEkC1jm4mHjOyXbKw,0
7lISY14A9I1w3m7to2kWv1,7
2SLxgJ2YFohfd8KwuJZTUE,5
4zD9RBG51Lj8bnQwolLnyu,5
0GUncXNah8KoaErnDd7H1L,7
5CJQMw0y824OWaQJSlszY5,7
5JAQXve1J0iUpslwMI3J7C,0
6f5ExP43esnvdKPddwKXJH,2
0ESTpdH39np0Ktbr926RTr,5
2sN8cRy1jSXqGDqxtZ32Ev,5
6A6rtRemncYRWtxjXaIPfw,7
6aPG4u5M2yzBbwABa6uGbo,7
1CcC65ZChpQ1XMo0YR5stx,3
1pJmhFw1OGTXwZx8CoEa97,1
3LEgGAl9zLcQWGTp7ptqtQ,6
7dX7gCMEviiaH9YDb9RnCJ,3
4DCrMMlBn27eUBXthyUm34,3
6f0dAd3jEjMJlplgIAUttD,6
2Nq2il3XOn568CLl3mQwk0,4
0UFfcw8VZ0Z6BjVb0hZ0H8,10
2i6j4kdRKZV4Y62I2bD1QC,6
47Sr4Zp3R315PWa1LWwW6m,3
0ZROCJXmWl8R28xU2IN6DE,11
6k2rjYv88zJPQOXhJMt2Od,6
4aPvIIq9OGPpxAbg2Jhy2N,3
1BVluPfsPOmChtZerKWrS0,4
6uOKMpigHvypTmAaxdzjT8,6
1ToJoSXJedDNd35ld4TeGD,14
0MhMkBlKyqQ5LJyYl9Znx7,4
5iFQfP3AqVnHHS89LKQisL,6
1GsKftiCfhs00hbulNPHV1,3
78AOx8uL4AvzAn4xCn9U9c,5
3ggNFtenvwmcUoV16rBlfW,6
4TkNtJIgxGs9HRsvAziu9A,2
3TvXKSYEiws4uSTKi6tVYH,7
3dBrghGhy0rlNH41DHr9AK,11
70rdUr5qHMa5sLjfi5tLnL,2
4Y3qagJ4bmjf5Ef9myXUAJ,11
6PYnfB2UjjhxbH2gMGtcku,11
0mhS4w3sej2kpvDuAhiZeq,0
71qB68guEJjbvtjlkZ8DF5,5
0JpEMzTHbt2zBIXrntrXzG,5
45d0O3xhhDPV6fhT6aCu48,7
5VGEgFZfWBoEOGb3Vlo3rU,2
6NCCBhddr4YZZ9J8dYn92n,9
5B9t3xqRqNzyb7MDNXOReG,3
6KuZvM8QVrJAlBaFIesPFy,9
07ElML4j2iR5k1E6C0Uqzj,6
3Sj4lCOlYVeHpkvuc9W5Vn,2
1Hdma8ZvM1xR986vCbkvrp,10
3NAGZe9GWtE8Nvfj6huEzE,6
6rg8jKMFjOcjSVDSCH9SHK,3
6wYner54Qinol6ymF27M7g,7
4BE8QFG5pA5aInt9pJ8U4X,5
3qydsQ9n0hab0tGpwWajoj,7
02MWAaffLxlfxAUY7c5dvx,6
65rQL8CRUnDHUHCilO2e8I,7
5HIoYblPkVV5DWPTDmb4Jg,7
6A53tLi9vpLhmgaEvzRyip,11
1GBmQKcza0uFT6g5HjXHcp,2
17xfpZekr8Gg79yvqhTNC4,2
5vqJLLFlnmCaui7Ng7YAn1,3
1JXBNvlDEl2epKSJ9EOgKX,3
3mXOssdHHkN6AvLw6ZgKiL,11
4sbyUpMYCeJXwZicQV9YrE,3
5z6f5HNjkDhzdouZp5dYtx,3
637YZncqOkeFzcTmr7YijJ,11
4OpJ7LWKdMfS826CsKOVQa,5
6gnIT6FAKiabifumjZZ2Kk,6
2LMxRPG28pafIYruXTPdlB,2
0WPz9GrRaMaFUVdVWKpx2U,6
2meUwHuMyPM0Ng1iTOc8eQ,4
59Y0p04ejSaryeMpEpxXBO,3
7ECUhSzvcBY41ocbVfII0i,0
4bnGPHzv9pXwTZO4ff9s7L,11
2dAoTmF7sqllL6aocE2y4X,3
0J9twvVpsg41S52g0b6XJi,5
6Yjk3aBsPjxRufW0MwXF3m,2
71oR38QATFtuSLt9glVD74,3
0eDXcFNgdDIzd9hXJWAe5h,11
6bwuDH3fmhojVFS9YshyMO,14
4WiUBshkMuOzwMM4kwnhHL,3
4RfCOEyvRcPxwdiLu9WJFC,5
4T9gU7aYa3T2quhczAJXEl,11
4Za3oUw2HnCOterEHl5sbL,2
1TpOTy2OpICZry1UkxuIEg,3
2XYi665cW4grLOZpq939A7,11
1BR1uwcmiTSQooTvC5geCR,5
4roaZCkw5Aoaw0S9gmTkXd,9
1a3G9SNslcKsPAOuIikaxd,10
65OR4ywy8Cgs3FDHK82Idl,4
23BO6YozrAXUta1buxFZ80,5
1danObd53GynoY83wRz3Ua,10
4cGqn0E8JCSY9gQllQj4Mf,5
3oTYv0yShT4sjuPncoUXfK,9
5ophZLHA9mwSZhQSmboyDN,3
2L2mM3rEO3arNIMQnb3dou,3
0RbekAlUrwR6ZWJdwB3V4y,14
46HNZY1i7O6jwTA7Slo2PI,3
2wleRXcIPqltoDPLMH5WDa,13
0jH7gF7KCk2Lom9gimaKms,8
2URXzpbSUwOjltvpgtzXua,7
00Blm7zeNqgYLPtW6zg8cj,0
1SC5rEoYDGUK4NfG82494W,2
3grVoZ10bm2jUGpo7BxpuF,3
5Z9KJZvQzH6PFmb8SNkxuk,2
0e8nrvls4Qqv5Rfa2UhqmO,2
1BMu5TWvalAGpi5jlhFEBb,11
6bpq1jGkVz66Q3LYeoXdjZ,6
3JR2RztQcOjUQGQSybxDIO,2
6th8IdY4lYeM0QlSQJhhkp,0
7zQirOExB0VR8yWUOqYeio,11
5S4PZ7AuYlYiVIVik3wHUf,2
6btdl1Vl6Ta5lUwUSOFW2H,4
3e6ebtUCZ0tZL1J7wvM8Xi,7
4vsJWPwWPS27gRM4oLjBNO,3
6D3t4w54PgLNGQ48R7th7R,3
6isTQfKXhNO3EyJd9mSxx8,7
2KnLkZ3z7PO3kgVGHGqDpD,7
7586fVxjKm5IoVTTgDEwcD,3
21dzN9GnrRDYB8PmYCNSeh,6
2oxVItPArYYf155nTFCcaa,4
2Iwy8pzOjT67hB7nxS3v8G,6
0HB4qYEELiwPoSzcG5kQj2,6
58d9SDag6OjhY8swQ4nyFK,6
3j8h9Eu2R3JSbJdMQSGbZM,3
2EBnvom1dTybtm75a3Xh1T,7
52INmBPUsLUQ6to3WnGWUm,14
5GgwKxuEruG9jsXEz9FxCj,1
6vlQlnbj0PTsOclGMf3xnG,6
6gLOoI4JgFzud04qD0GVuc,0
0fffrKFI0jjj3PWX31shfH,11
5qz7zyJ2YAhER8DXTcRyQg,7
0H5fa5efEeedloCGpTvst4,3
0pnG6sIThf9kp9ebTqn44L,2
2aTKrdenCq5qBOoJPFdn4P,7
1qD3qOiGG5vGBTWgBwZiH1,6
6FwSj96OBYEqcr2Yh9hvIC,6
11XfURqwSY5kdsbum40ngY,11
7f6CYOMT6sXv35ZTJRtXtA,11
4BIuY0oEopXizyP3WvkNrT,5
6cVnHJlv4wVKF7MOTOcHZ6,4
1H2HqAQw4sDHQiZQDvsAYd,0
6IyWJMwMrlpmRXYnL4hkJL,3
25gacl0dFF9HTclx7Ug7xC,6
2y8jjaRWQqKxS1pjgRcnfe,6
5mblHLGgEz6O8WNsv5Z406,5
0du67LyuJeUjQChxl8rTa8,7
3doPK1RmryOCBZDLHDQLl7,2
0S2JSznopP255PIes8vwkc,6
6jMDHJVBJjQAEq0MdEd7Mz,3
7JPHfcV6fDQtC7nFbRZsiq,6
7iV16dSys5A7zx2THAuYc7,11
71qBtsEhLsPuIGoiQc7A0M,2
2SniviLus5g8LNMCpObLx4,3
4GUBaFA6pU8Trbo1ii89av,14
5Mo1sg5UVCUlgxZ2HXIMMc,11
3gEEM10PjHKL2KT5I2CbxD,7
6RpFFu57UV0ryKMnqTR7VL,6
0Zsb2DKarjyZcpFXjHCkNp,0
6IPNp9PfaEqrzotY47TIWy,2
0fcLTshOBRc4gHsAAoU4o2,15
6krYS8KtmNAYyb5uTZiYW4,7
3KyKxJ4P3pVCgaZwaq2rUC,3
2Ghp894n1laIf2w98VeAOJ,2
2vgUijXOTRMnWXDtvgMp2b,5
1nH2PkJL1XoUq8oE6tBZoU,2
759ndr57jb0URg4j9YSWml,1
2SLwbpExuoBDZBpjfefCtV,2
1NhjYYcYTRywc0di98xHxf,14
1E5Xu8dur0fAjSP1VpVhAZ,2
0mL82sxCRjrs3br407IdJh,2
6zzdyvVWjGrQBraSvuqJPY,3
3vJcz8exedHCjQ9ed95NqU,11
6a4GH1gljLL7VvmO9u5O92,6
5XbA7TAqsD0fj0dGBrbb0D,2
2D4dV2KXDTszzJ3p3cFqhA,0
1NlK2NtpuUazpziLhnJwEV,7
0AqZwGZDiuEVcnNH7HFuZH,5
1JJ7IxQ2iv9RwhcakZVjEW,10
2HJApaYIcJJnVtkhVCnNXm,7
0o0BhLUcuxKnNqW8oQSYtK,9
5jXrHZul3sqPp2tdGiAnzm,7
1Y80R4TawIiVAV2lK2cQ9y,7
73UjiaN8rt0l2WMLbmPdUy,7
4m3Q6KFYOGpiKjfcyX3jZb,1
6b0oQptFiJhmm5kKjaegNX,1
2vI1BaR12gW5RHz5onhKvO,5
2cW6YjxfNnDycOoE95xwfa,3
3tH8ulPMG4a1NisFbxKeXB,7
632sVoSYD8lbBf3SOl58VA,6
1CiEUH5ESkNDr3YdVq7JTt,7
16EnvepWQF4PTMV36dJMWH,3
7AjLLsjpxJ2YIOgK7eSHcE,2
0drutvER5X6LPUcPJEOLWa,6
2GYyGpRpY8mF6Hi1P0Rapv,1
0jK0jWDkSB12FlGzJ7qmLp,1
1mmN2NPoVeO21UWxx5xEiN,3
79KdFsNQPviKa9QV7dFBYL,3
5bHyOyeeQjtvH9emACkGPj,7
5a8wbOuQQ3TbNGXOaGe8ab,3
0p5agnPkj3J15NxGAxBYQ2,1
4S2MKdXtzxl17UTUPGxjAj,5
7H3IIcQXaAs2bu7CztNL9k,3
1v7DbZ74YIKWhUaMINqeRO,7
6SXtqf75NGWTeCo3RX1bo6,1
2d1ppBbwZuzitwfKIOtLAQ,3
4hmRSdKeiVU6PRwlGtoU5z,11
1g85bsgv5O7BkB3WJq6Qaf,1
5qlH5wlmFuDQ7t9yyLeRH6,2
39ZSr9sYegoaqybVsWT4QC,7
4M2RxI5ZVWmyyc2Rle1Dax,6
2QLdrqojYq2yRKHqv6tXh1,1
2mCtLEJmnn1JiY2IQGUCy4,0
6QLNcOI6YCqdLAS6GLWXMj,0
50ZFpw2wS6ERvLmW8TINhq,6
0ffx7dA70ntV801tvonVkX,0
2UluJnY6YsujKTXYHnVbvv,2
5mTnxQyVQlWPlfkZcThZz3,11
1tF1J2fK1F9iQ8UUD1Iai5,4
7GvkOFkNsM6Exnkyqeajqm,4
77ypIoaZoYhvZACf0cqPul,4
654iibDwSHVwrh694nYeGL,14
0eCUlm2zhP9ZbAa17qc7jY,4
4B8lHowyNr1hQzZKmLFdkk,5
2mtIfYDMp6hcfJ0L5cQyXF,4
485YnZYHWXpOLP5wUoerVB,0
1tZ2Yz853gz6Vs37kvoDqM,5
3lyOM9HHaKkWldjeBF5LSH,4
0gIF9i4Uy31o2Z1oZpYzWH,4
6ZygaqgtPkiahkiYJhYWhn,7
3aABdPd96JkyvI9ZmHPLIZ,4
1LM6kwIYSY6864gf0tstlr,4
4Dw0DUMMSGVQdeIpAfHJ60,4
2Uf9WTBWMA8S9Lh3k3Rui6,2
3fRVgnVO9c973OIoWwN3V2,4
12neqgXbe73JFQUhv9fgjO,2
0UDFYzrb5copPflRuheuPJ,4
0qTxFpgEYqZyqk7aNTyf1y,4
4dBUph2kBXo4ajPgcsWuKv,4
2Rg0LHgUDo10u8tzuEB2mc,3
4d3DeROGs1TjZjoKsj6sZK,13
2x7cxHkkKF4afADOkrxe6J,3
5grFijUzzAUQo7Nj7vTWTA,2
6U5hUX40OWY6l0HaPUWElZ,2
4kR715YyUYNMKVuz6vB4jq,4
73Ew7uCIErFXCEdgCIUYh2,13
6El7EzBXlHmaC9bnhCtw9Y,4
101DAR4Er0fTefLah4jwWS,4
3DqpfA6BlNro20OPJ1gRDi,4
1IlloBPE1WSEwAMyvDjIzA,13
7eRIMklDDPLNrQtqmQruHE,4
0gGnuQ1AR7a1tnKJgu2OrK,13
5e49fG23rQnP9wxqvvkG4v,8
4KspXoCVJXGY1VrvEe1Hdm,4
2xgw3auAy9iy2sC2XmxBUF,4
4lpXp4VHH6ilT6oyBLojYB,5
5eyTC5GZzpzlN7YRO9AoPf,3
7BuzJmV2h6eBbSDdRaDY7C,6
0hAMkY2kwdXPPDfQ1e3BmJ,0
111SaDBbcHW0zedi4RBHDp,2
64a5XZCVDWwvC7gwPPCsH6,6
56GFlp1dkt7dw56pQdTwqW,2
2zzLRQ78kKfPTx8FJQCdC2,4
23A1225Ju3BOBykt9n4xkc,4
29wrvWmZfhUzJqcBP4U0VI,6
5dUFfk2cwD8GiJPS03mYN0,4
47jTD19lnQhXk4r0RcdbSk,4
1SqxV8oT8lKD583CW9JiOL,6
2cVyUCUGeH4nbHuyl35i53,5
4PnX4VMGqXclzeBvZcyABz,4
3BsNxZnM79oJPjhCdUDab9,0
6VILRXwfa0we8KkBAiRBm8,3
7H7BRITtOHszdUThli0IPW,14
1m6OpEx0xBEi5PGmBgnoz5,4
4kJKGP6Afy2p11wCUS9yfA,14
2TDlNT95NfYWlOM3zdo8rM,9
0rivtQllV53TOaMlPIkKsx,4
5VqasdUGMyNpRhMe3S0Opw,15
13bEwk7dTy0RdOAY3ZNNBD,2
6U2SkNDEABhSVf5SzUJ28u,4
6SMS5qKl2kOsItY3MkkwGm,5
5UtJ1SvOpka41mRsw0lOoj,5
4JsVpUdhAk24ZISM6PfTFh,3
1Fvo6nV6Hj4VeUMdPfaEOc,7
1xDPUKoyQuIiea7Le9ZNgn,3
2pAD0PKMUMtxlMvz33tYzB,6
1EsgUWQsxGBwnu3NATDjiU,13
7G8hUONVhvJnkD3Ak8mNF1,0
4KC2Z9dL4jL61Ys35N6srg,4
4pXyK9GW7fuT645U0DLYYF,13
2LMloFiV7DHpBhITOaBSam,13
37cb7mzkQKksGm0noGDXeh,2
0J2OnBNKwt0KICDyDFPUvl,3
0CWIrDQJ9A6vvyhwAzLDeF,13
5zh1XZCy8B5apClUZbqNyI,3
50e6uFG3bfONBbhjYw9MaS,5
4mOGfe5AempxVX2Vt5aAdc,3
0wGCXBFdrBjZQylHCR3MTs,13
2jX8hpVjcKW6vkt9GbdMdc,15
1Tsha8KjkDgAn2e177bwas,13
7J0fSLnFBjdG3Bhl9u2faA,15
3Ehxf88npHMLIBEIM7Klus,4
4CqwfZVFedGhoVnYeAiaRH,3
3MOGQipKRxg9ZzaVl1U8B5,5
2CklQA9mAcvJMHQvCNpb8k,5
0K5I39R4ehtSCBDLktWyNY,5
2eCTLyTx0sRXZeXOHmuofQ,1
2MnEig5mpft0RI0fvzM6LQ,4
4hBMg6qkiWvgzBFXdiRFXn,5
5p8zAoHB5nHgxoh7tJYvl7,3
1szMCd9NU8NLPAmCAnDrcS,3
40AK2HbrTi0cRd7XQH4PL7,4
13yg0LItyFMEilXAyC6ROI,14
3M0sKKHdJQUAwiN2wXXpWk,5
0DinbLe15dPqyvngqDpGnf,7
7wDtTZEFpxvu2MeJLt7yJs,4
3xH72b6KjtEdfHwdDFjJiT,3
1RPMEObDnpyYiDGsYKbqpB,2
6ebxt3Iylxe0GcEuUGlIvb,4
4S76ZH0cA5d1x0eO4qcih4,3
5gRmdPQztOfb0gF85mgwYp,4
3OdfyaCrji99BxIHQ4nEYj,2
4DDnC2y9OSyTjcv5ZX6492,3
0gM4AZ9GIdBxCIHsU9pKxO,7
177UKpCx5Zia7xkr5XoNif,3
4ap8GUIgpnO2eXgmCo6u6y,3
3tc0yir2NHwhzVWZnmukhS,3
3pqRRxH5x9oVPwh9i9UFZA,2
6gaWfLDoeG1eoiDAVBN4i8,3
01KurZH1ejoarO8tp3wXGo,5
5M78xMalmTo7SlfubIAyed,3
3Obu3jvFSfgLF3pSbi64Vj,6
7h0jDykw4RpWFqUhZQuElW,14
5NQQyIX2DVsiBKwRBBUfNW,4
0ORabtkmYYOk5X8GfHUPDZ,3
3Am4yxuwBTorY6kaqX31zE,2
3YNJo5QQHRltCwxjSZZJlG,5
6NRrXON8nSIwrMsymtsIqQ,3
4RZWbQ6AMHd5m5Dzwm94yl,5
169Xw7O11rmvvaJluvov7o,7
5HkLVhdVOifwVzQhuh51dL,5
4QWh1RT1xUfU1TBrsIkuiX,4
0AE1vhhZF8XyEeNeD2npEx,0
16RG55uypfvl7w30yBbphK,7
2IrV3JHCqmkNQfc1QM4zfd,1
0fPf9CDFzVnHpcfld5XVtO,5
7fpBNuPLuMbO6dS2hEo2TU,14
0a2tf5zIQS9AcA8KbDnLM2,0
5mQR4XmhxlBd3yacJtsEAs,14
1mSlq4Su7D3iRwpPBSqa5i,6
6hy7ONYlFybtQ1bX6eoXlt,6
4SWOn4EZlfSbXX3YZV9wfx,6
29jiXX9CXmQQw9QIdASAPF,3
3SRPE2B2E0VehIkD0fCeiR,2
0o0lBjEJN5nPWVN9BLF0Ek,2
2NNiCmCyITuhyYblpmhRWA,2
784FpezElXqNl8frZEfBMs,2
1haX8n1SgNNdLYRJrUkGDl,2
3NhgHNQpDPopKaW4utQtSO,3
6yGXWJbFt1B2fzdlMCmciY,5
3IlGh0DjzXaWLixSgMR68Y,11
1IGB1Pgg9zqqGc9F6HxYIf,0
1NiYESS8ipaA6UgBxPTXuy,2
7zPyyV3kRtp9PWtPJJbNZ1,13
2R71wdmz1tdbioNwPOrOK5,13
7AszkN4JX7sTaEMOn0zYa9,14
6IROhoZ9oBFYmWjMIs7FeS,14
36ceHjOkFibyubMbjY9ZIW,6
1lHIkkBP59oLnS4N47TfCy,13
1bpo7csRNPoW01SGPbGclM,3
0tcnTUmn7IxllWoC0XohhJ,13
2f0UPCtS6jA7j91MwANe6o,15
0yEhNqCwEfy8LHUmnZoHpP,13
1rTITuOP7qm6prmLPHT5qp,13
6EwrDDIsg3gyc6X1Qy51AK,6
1x4sxA3tlCf8ZVtKusrdyj,7
77Kh98jRHI40rIAKnBs7cl,14
4pTvgNra8siMoIT8u3epTr,7
1Rr17slUHwVRkDz4A2TUcM,3
6suRRwX61xSMfU7wJuCVdy,4
7cX4PJz1old9fyFI8RlfgW,5
62XRqyhZP1vYNoD7WMTtiW,4
4shKoD4U0rsE6UDjyPEjyK,4
5Te9vMyYTCDaSwOBlNu37N,3
6bhs4IsdCiZ3MkHEvSCKfk,4
57hGTDy3A5JFzbmIzrSYxF,5
4fCs9oQGvZGbnYXBkL4hYh,7
3kWPrQuo3sml9BWhCCdgdp,7
4uPR4wRw419VH5TasUr9Cg,5
4dyx5SzxPPaD8xQIid5Wjj,0
4xj5OL6pyQTOsDRewbO5zv,14
1VD1awiRcFq5IWTbzY3C2s,13
5mDhD2P7Gv8Y6PjhsYHocx,0
6ZTugqqwUAtGc6paIOkDF4,1
6H1r7Cm6LBw3MnxM95IVD5,6
6KF8tgwtvx29hM2RxqHoqP,0
4U4WMvNUFH3Kq8Z636Cjp2,4
2iByoWq54socLAOqW9SYON,7
0WZZJ0mDKIkLfL0710ssZt,5
61ARSKFMwoVnIwXAVnfNNh,2
3kusLGvgYkZldKfoDoJklR,9
3Gkl2fJztF2B3fnUheejAA,14
0O8Ymlu03OqEX5XU5p8Rw3,4
5TTmHvy5fwnded7bBoW1C8,4
7frlShXb6hEwWW2LvvKbNx,4
2rIye2qwiT3gsdC3Bt0S1u,5
0uM350ISFhmJpG7a4o0dQ0,4
3dlKM20MWEcb0qxvzjgbcu,5
1iY00XVa66Iobw9Fz3oDBb,4
18Pzv7G0KHvSBYjeofQdXu,3
2T2i8uFVX8ooVLPC70UPKR,7
5V4e73LvppUuDI8I5maYfS,3
19CIsQ1HElu4XHdLCMlSqu,5
1HAM1Iq5kFmW2aGwMhaMsc,4
4fbiIFInfgJBCNCb5Ft2Xg,7
5dpuZwCAHJV9Qo74QPJib9,3
3D1pP1GQJgAhvd20Zyve8c,4
1nmDCNYHD4p4RlGZtbWeZY,7
4MoNLAVQQDnsGtxpTAp8Ur,7
7wipJc20hu799mh7ermCgD,3
6p4y1sx0mKgmR6y1csjhm4,3
6qNmz82s0LK5mk6npoKvPF,5
4OaW7x6vamcnLBDjiR1Es6,7
3JLYltaNwQ2kxe7z3Rz3cA,3
