id,k16_cluster
3DzlR0kXE6shimFVhSwI4A,11
6IEvn1ksSpWNEZHhkh1yzf,11
2orxXIOUbQfGLYvOjSFqgj,2
1OBWQFd7hcTo18GWxS1bnZ,2
7j6OJzMIJL5JcFHyeSJZGV,11
1rZah1UGXvgiQCqLVlq4hS,2
2QKBvCMHdokPoy2b44dK2m,5
6SvuMwPea2zKEN03IWCElv,2
7Ezwtgfw7khBrpvaNPtMoT,14
78JKJfKsqgeBDBF58gv1SF,3
03tqyYWC9Um2ZqU0ZN849H,0
6xhblLundMJAiG9jF7nlxs,11
6eBrlbv2HMYcldwjoMWIrC,11
3SnLc0bQjQeE3HgGdNfb8u,11
1flloiRJOCenDSSjnuHGln,2
5wujBwqG7INdStqGd4tRMX,11
0RiRZpuVRbi7oqRdSMwhQY,0
4CH66Rxcjcj3VBHwmIBj4T,3
1D23GEeQ32aqLw5ZnY3Ivp,2
2CNQJvz0b6VWBx7XHwctZW,11
3lbuOT4kwYsLtFehtQbsDA,4
5vWfdw1ONe7QHvNYow9ACa,6
63l4CHX3zOh6ImhgqGCckr,10
2o5QYZAowns4Djp4KXJPZp,7
5uONhK4CTwHMzCzrIeTX6N,2
1YErts2dE9oJUEL4jEaMsg,11
3wFnBRnYgpdoBQyXl3NxoH,2
2KQNjZcD1WhJg8nDm34eQa,1
7ynAgAdnTA6gIpCHwQTjRK,0
0gf2y5doKjsYaZJJZif4vz,3
5mexbTuWx9d8DPZk4sDGF4,2
4ydrAAm26b8TxnzCQdC4hM,1
3TVhQk4BP6rQTEovefTpNO,3
3soFGtJSDfUBE9nu62v2cm,1
04o6KdLdkOqC34GdxIpz7A,7
3JAeYOjyJodI4PRs44lx2l,11
4s5kD9Pdiy8iVmJ7TKRRy2,2
2Q0JkTzFXrU2BbnQT7tzIR,0
3YhuRxTNDJPPIbTOdN2N50,3
4yVEpUXxYgBwfSOKGTFxv5,2
2aPTvyE09vUCRwVvj0I8WK,6
0xeX14cDYPUduj2964zeWX,11
6JGCC9qfdZbCSPhOI29ypv,3
5TX0mfUkpGlU6j2xa00ERx,11
5N521RK66Z1FP0Oz6B4OlT,11
52eYVUkFTOVozbVFIaFrnV,5
6ImrWnhjEOw5re3cGLMIHJ,11
23dwrzeJtEEGl2U4CPWSor,11
1AqemxWsT0iGg5Lvkm16Bt,11
4S7YHmlWwfwArgd8LfSPud,7
0qp8MuZNKelOGTK2HPlXBA,4
1jzIJcHCXneHw7ojC6LXiF,11
45I4rYlEhr2iEzxHHB5CnB,7
4Fxj5bX8ZlTGw42BIkFwng,7
0YguqEluNer3cFsLc1ySW0,14
3Rtlsb4YUeAz1733sFt8eJ,5
0pq1sUhlKDm4pElYKRpnfw,7
6f8NHEYaul1kbL7FqviTRd,14
2D69PngXadKH5ruFa4wGIp,5
0WHi11uzahqpEtPGYCW6oQ,7
0mAbTVcMX3KLOGJTfkhfFy,5
074PG6f7ZRVyQ9m1mkgzXa,3
73FGHY5jZ1b6Ia1o15UPqC,2
74YaGodeQdJoR5L8l59CYF,11
2LQb3iYBzoxbxct2IexjBc,2
0xUbrvxYljD4OZ02BbuPpK,11
0LppLsxXXDBTqihx84BJGo,11
4HJ4L8hpX9YjTwipKTYwaW,14
5uLZ3YIQGC0mOk6q3lJ6Ng,9
4fGT0JiaqoHShrg6uSsKfB,5
5bARj22nURPaa84RvmOMP0,11
076jPFqxYEu1me4zsTBWJ0,2
46Lx5epWOQBA3J86ovnxmV,11
22WV03i2lBbwNVCE1g671p,6
0GTzZhS8P50p922OEuoNLF,11
2MShy1GSSgbmGUxADNIao5,0
2WqTKOAUmv7hz9ZzGnXHrY,11
39RWYLt6hgk9BbhkDgaHW9,11
3zxiTHxE4MxwuYf8aLQ9ax,11
6pidGCJ9El17HdXaPO0OO2,11
0I1gjYB0yjwYXBn9SVOh3n,5
6XeZ32B9HbV6ZrU6NTR2iM,11
3yIZgYN7AKO3cDueyhpuCS,11
1Szfm2XAx3Kgl55dyl8sTU,11
52i143Ph5c3RQaQFBXWix1,2
577YBGuskWkVDCxZrLRB4v,11
4F6yN5FsFW10Ucx7cLCzBh,11
2ySRRtrAwDUF4FipiF1Djt,11
2gaLuVIyWLoW0Gfa2NLJnS,2
3gHLXLJ9JE1oOayo3ar4E5,11
4Kdu9AlfQyu0o6r2ozCMTc,0
0UOF9AAyS8H9iCWmePj29w,0
0UNeNA0dcfUMsGxvLwf2p3,11
0jqLv5PuEUA0GthFjdtlS1,11
35J4wXQeRuHNOEArMy6FOe,2
2IRZnDFmlqMuOrYOLnZZyc,2
5DTOk0tCrmicVQP4mc6hkr,3
6cPnE82DKBLd7sg02ZNg8K,2
6pUBrvKfJL4qmn95mxU7rC,5
4iQ5gmTAzWfK8JyFC2LBox,11
2tnlNVAhuQGgoFJxALVeXx,5
7saJl9V0kRYGWuyeURHYNU,7
6XvAtWxJwJMsXmugRQrksT,2
7KDfSDTPC7ZtPzyLSGc8in,0
1YC5tfLezLNw01BWqRqqpn,2
4iX4dIloK83GTxdpVjmjVk,11
13WsXLo3zQUrnbNN0Wz8sr,11
7huDNmmM1qdfj04OpRqU60,11
5V5uzyyVxbF9xT02OapUwd,11
5PbPvMFWQ2YgfJQ3LYxEsp,0
6PwcvXM5UtI1yrcsIKcEvV,6
6aGFlx1shAP1KidFY4AiT8,2
33uDroYGg4ns0kwoPNi12M,0
7oMxk1jpZqmM6P3I6zR5Y3,6
44qSm80CrnBt3Mry9vYE41,3
1fOc4Kf82a6J1C9gS5sE0d,1
356aM3w6i5v1cltIzOnVTP,2
7hsulgRNgbyczeAg8tChCB,11
0crEYjT4LuopKJ8hRGbmBV,2
6gmZ4A63Pgazs8GKFCYMBx,5
3tKtU9UOlNChXisFihGQ2G,6
4wFAvJ6hmcjEJPUw3ap2CM,5
6FZAc2XaVYc8G8jaDnBshv,7
5r4uLQg8zfhiVuMG3GyRr1,11
3SUu7OwfaYCRoA1iF9Ezdc,1
4upOsnQ7cX92RhM4WYj94b,11
1R6qeTvAvaxB7hydIYVIY8,0
5YQ8OVvW80yoZqZ5PK9JXv,11
7rJaRkfLLhOBkdyJ8OCPSq,5
4sOUV2qZIbLZbmWzghksVe,3
3JAlslgvIfvpbEqk94afpd,2
3y7ByLZ05tluscOTRgEJ9Y,0
74tqql9zP6JjF5hjkHHUXp,5
08u0Rg0qkZ4y2UkDpWoL67,0
5oxmx6B0kWTuCKgBzv8NpH,11
5SsGlmKDGEygRLtVSuNKqb,4
6iZbX6zfmpx40UDy6Xcbl1,2
4pthvdNd1EypeNic7l5ngz,2
2MmoAjts7yO99KhKT9D0dS,11
7JPPI2Y3qgLwTQB4FPSrH0,2
7DzH6brMGyMmiZMvjoLqEz,6
4NKQTbmiBtm1MwqBbQQhpM,2
6oAd7vjQSvS3Z3S5VxQQ03,0
1scswYxDmooSV19whJfGYI,11
14p5EKgbPx4U3P1j5JNHeh,2
6WX68Y7z07oQlz3VolcGXP,11
6sHeshKZ58cV5mjC5m3mW8,6
4t2XWG1hM2WH0Cx9SgnE76,11
2y6Ur97SRouk64dvHMMsbu,2
1qF1S4e4WBw6nG1mglWfEH,11
5ASZFbCod633wLragmPYTj,11
2AYTGaclgKXACh13nJRVcV,11
5sNESr6pQfIhL3krM8CtZn,14
6VvICu4ajgpWT5z4zI0USj,5
2tV1AAwXbw5kJfT4pK70Dg,11
2BJsW3Yt5HI9puPijCZW8b,11
2S5HgahRdEHaqwHJyRV1FX,6
79RGX9IX5CAnU7o3YdaBkQ,2
3ojqMLrtAt58dBhQKoPdpK,0
12hQOdnrsPiIkkhELguEci,5
2fFeKfvIEJxpFbeTZ0tsJ5,2
6EmIxtIfyPhnOio1TmTaCX,2
4MRFAwxegSliERlzxsrWuM,2
4o8hMqHIPS6N8PK380mE9f,3
1PSeCaJPQPgsTa0aIHHPHq,2
0p5ybeYN9IZBflPcv1Bekk,2
7lIMo3pH1kA20qnbDIQG0z,11
3BqfHyw9cLm6POreivziWN,6
0tsbMAxGvVrTTufKgcT7Q7,14
291CkGGBidfM4r72gboanG,5
0c2Yg75sFgD0hWhRq4voAn,6
34PzmA9QjnOMNljWuA7Thx,0
7nwJ05ftyNPQEFgFOsPeGh,6
5Qy4FxZ6FtNwWmRaLi6Fcu,7
1s2s9sd0DOINkrmufuWST0,6
2tYPFWrbGbsGKafe5pP64z,7
0x50cQ1pZeV4xl737GhKBk,5
2A3ShNautqXezP1lFDePwa,0
7pz1YzMwDxS9uuwAEp7MLk,2
5BLH0517T5RoEFs1Mljo4H,1
7IRZ9aTBu35je2AHT2LxvL,3
49KDK2ccYnOCYPeXfDO3YT,2
21CJvM7HXrI80aDHz2MES4,6
5Ok0AYLymugVEB200ioKFN,0
4vxK5XbTTDNNKYbPDmZZC3,0
3zM2yi75oB3v00sZvWUzIn,4
2zlgwqw8BLX2JGB76LIFeF,4
3AblMxPcKPDSODskCzJBEE,5
52FaH5DT8zJzTBvkzhbCtC,0
3b7OgfU9SY8C7YBJgTKS74,2
1LJZhyTaCn3xcm7dS1lsbR,6
2xH895EVwEOgIb5swG9LcV,0
2p980qlVXYLh3HdHusbhfa,2
6emzoqPK7R90w6R92u3XfJ,2
0awns037OT5FraMYo8jpUD,6
5kfNriitmkNE8mUbZ7gbq8,7
3EikYy40GMSp8l5mDV6IQo,0
2LskIZrCeLxRvCiGP8gxlh,3
0JP9xo3adEtGSdUEISiszL,2
1wcaN0MSG6KQ43UNjpRvid,0
74lnM5V6ecvoTPV0fvptx9,11
0IFMbLUK5ttPmXyK16qUQu,11
1q8PAOcnI1tciyj3BVpVhw,2
3e9HZxeyfWwjeyPAMmWSSQ,0
62WeXBNvdm1HB3cqFAWC7X,6
4Sj58SxB3Egh71Mzrm01aZ,5
6YeSeGAD6bVLsGIswaeWTt,11
5CCPRVda3wAJclMfb8XWe0,2
71LASks4R0KVJ4kT7E6GOA,2
7BG572CSA8n0hDgc4Psomm,2
2PxyiPwogw6C9yu1jRgFiA,3
7Bz8yww6UMbTgTVLG6zbI4,13
0NAcYNXepAdCzejCYm7l0d,2
2c3qwFINQyRGwyqI97UQiA,3
7eBqSVxrzQZtK2mmgRG6lC,2
7xapw9Oy21WpfEcib2ErSA,2
1NJcg626wLln4pGHpiV7mf,7
1rqqCSm0Qe4I9rUvWncaom,6
7FGq80cy8juXBCD2nrqdWU,11
4VQ46sRJtb6osiD3xfYGHx,11
1CjgBZsDOXNUs9aZdzOqSu,11
53iV4HGEGjKtAFrPt0PyfV,3
7HdNB8nvJOBwHa8hIkzvxp,11
15eaTEZMA2CqOxBvyuosLI,11
5eMbTELOeo7gEdFAIBix0c,5
52Vrauy7m3EtC1aQqj7Rfp,11
6JXFDTCAIe5FfiiQYeMgh3,11
40Rpg3LkZwwzuHJ3GdjMma,2
26FpOENKQstjLRhX1fxUs9,11
48KTGG6wBPpleE5KsTuiwy,11
6Gg25EZRbQd4IHiJz2KSY0,11
4KX8vXbouybtUptEyYxtIk,11
4lcHi1Rvfx3alej9qEezPm,2
3dhjNA0jGA8vHBQ1VdD6vV,2
09mEdoA6zrmBPgTEN5qXmN,1
4UdzNCjI27SvzXvV1m0CKM,11
24efdUt3KGbZ6wnBLp6j2n,4
0p826JvK1LjTD5OOer7of7,3
4kjK1JhzQQVl8kuhMHaEcW,3
7uqcLJFlSYjVPLUz1vPxkY,11
7pdF27mSDuPWhppnHAmWHa,15
4KpKyRFwN0gcwj58Uqjv7q,0
0T6RSXxFhW8dRTWHI604ld,6
5itzep0nGnq7hxCfFNsTIR,7
4axYWgXASdsCBHuwInAubT,7
57nOpVSc3j9o03Cr928ZM4,7
4Vl4sf0EljY8GxAyjqJD6p,7
74iLM3khzrxThTy39JDQMC,8
2StZCouHC4MLNXioGHCUXP,2
4JhmTcEhQHjATTLrITH9Ql,2
69F89vyxsDnnYNJ9HfwoKr,6
7GhxPuxjwAbKEiQFMP5Mxd,0
1TPgw76OuRx2VA390Kjari,5
6o1VVxAkcyziXI2T3ginhr,11
5qXjqPMWyVkGD6TjkMou7m,0
7xeJKKmWX8PT0N5jZccbVD,0
5rC9BEtpVupo3iSvHQY9Ra,11
5jGK2iGIrhzJ9X7s2WYL5A,2
7sLmSCiS2VWHjXzMfILIcn,14
0PFLUb13SISgyUekNWuJ4e,3
5j3SzIBW2iIIm5aSwhsp2N,2
7zy2ezQByCeFcaDtsxt77o,3
0eWxDnXDbsR4h1kVk6rZdy,2
7hCWyoNCbLPLmWkzFhIJRt,6
0WtEcbZNNledC1LP6QSUPd,6
16cclgZdXIM8DebtlhOK9f,4
6dpjvZGdpysLkbVH3f0xjO,5
3LpvMNw8spSC6YGBJVJ5Af,3
6HHv5h589WV6s1pU0iUtQH,2
37vOJ5qa7AhgVy83XF2h2K,3
4UDzn0fdhLP5tjjAhVc2ck,4
6paQG0rN9qMfnou3IKJgRb,3
4pawX422Y0FR6oMkyd5p4k,5
6hPG0aMcXhZxIUcfBB3boz,14
1pGroB9gNFhiRL8ExK1D3V,11
0LqwFJUKZrBuRyuTshqR2T,14
06l8fc9XfJq3AKQeqxreyf,3
467t3218y3yihFcyDGWjr0,6
3N9oroC8EQ1qUVWPCzIsLE,3
08KMh61hPslT7sEf2tEgtT,11
6GbrwkbUY5O5VqbHl6F1qQ,2
5stbfxsPi8gcOH2LCuA4Le,2
1uULQtJ8rbsX5TwjPpPc9Q,11
2FUNBaa5DwItJtYEBgAblU,2
2LqoYvMudv9xoTqNLFKILj,11
50a8bKqlwDEqeiEknrzkTO,6
2QgfDF0fQ4sskDthP8MG5w,11
0hPLZrnDgtKxrym1BHjDhd,11
4paAidoE8VAemwU4jgCc6l,5
2wOXxtHZgRkkrkEbKLzzqs,11
4f1XXGjZZ9EkFkrbPJek6X,2
2t8yVaLvJ0RenpXUIAC52d,0
3vtoVqw8chHlWJLkLROfgV,11
4UhK82HlEBrBKw5RLOmnru,11
03Mradtcg4Il4gUQJ9LC9V,7
6IgtGf4ZmG3OPLmE1PFXrr,11
24OwOkMACgku2eAg9pN584,3
2PsZsnqSMXt4oKi0xHVvgF,11
5uAMiB0RMCjdq7p5mEjfY1,11
6asKJPlXOTx6BLyGnEAagB,11
2xEvCnhZMxvvRwaF4le8UV,11
2jey6aQoRNao7Ou9ftOXFC,0
2WX8QMtZVO20ywltD9BoeM,11
5jBdjKVBUQwoNOUnFoIZp7,11
0kMXQ9xqVotFY03OtYO85N,11
0FRKALsvZ01GkcTPgORiwZ,5
1tKvqOrnJ0zhAuFS6yfNTk,2
3GxGAhRowXixzk521JQpZu,11
6K2anECyrckidwf5wxS78Q,11
1jkEorRvoRQNo1WZfD1X5q,11
3wqjGZfKW36WhUeLHTlKzg,11
3wdfLVUhmX64lIyWIIEW8s,2
6tarvNiKnEjYMj1VZhlDqR,11
3m2aDCqn8eT5ElXDUiboGU,11
5R2rsbwCDXORX2tLfprRmM,11
1Gno5IBUHh6vUKp4nxu2Yd,2
0uH6JssU7mWkTT9mqeqEvL,11
0sSl9LFCzQAunHx9T1Un3O,11
3mUk1wiSBpiuK4oSSyDmTQ,11
3TwzcgoO6mbgX3E7Bn1RAy,6
7MuhbSNErlmQAGRzhnnIjT,11
76vviJBqmRdMMb9u9npgfj,11
5h66wqaGklsSa8eSxTwcJT,2
0OAyZn9pGuuL2FJih1PM58,2
02CQH5capUYovYSiSiwKgX,2
3Ol2xnObFdKV9pmRD2t9x8,2
3UhRsQVrELOATEiY7E9X2T,2
1srm5YnZiu7Ksnd2UTTmmk,2
3L19besdNQzd342qL78xqm,3
0jAfdqv18goRTUxm3ilRjb,2
1wJRveJZLSb1rjhnUHQiv6,11
0Veyvc3n9AcLSoK3r1dA12,11
77JzXZonNumWsuXKy9vr3U,2
5zRPYlxK5EtXMKbflBKovY,11
3rOQIa4hhEPWeC612Y9Ruq,11
61Oo3DUJubecZQosjho6Pp,11
2umdwsJRuFHBRw8TCQmYbq,3
7hYacmNGFzatJBFCOmoRb7,3
3V3JxDpiUg0RAt1Mfbn6Ht,11
4i3OADmKy6QQYEbn5GkdYD,2
7dXsI1uvuKTBI79TxmBuCe,6
28Y1mNkL3lyf6AzACAfKit,11
03cElm8polfuCWxY5g5izH,0
7EG4kcEw17VeFKa3f5L76Z,11
2qGfZAgDe1pV2y5xJAhi6R,11
0Jr4zQh5i3vrKFEcXrhhxl,3
28u9JaFwO7GX2YNARkq37P,11
7bLwNfeIviCy6WANVRB1Kj,2
1AH60dMaEfNjzDoUIFwIQi,5
2YVt7k1qZXFhzYDe8FMDW6,11
4O1uCappFiU3bisYUdUBWy,2
57IRaiAB4hBZu3gnNVZC0v,11
2CEXhYY4cGmjyTyZJw7Wo0,11
3sA7HKGzcKTVscdiTCrWpX,3
2G30hhZO5Mjbvppmvjl5C7,3
3g80avqAVPC3Mz3xxPn4eG,4
6sZAs9Ek8TZ8SKztzJ5WjJ,0
1jvj5dxksSCCalHcxvE39g,1
57HJa2Q66zOCZCsxjNKM9I,13
6cGVVuHCE2gj2LEPAn5Tgb,11
5JjRAZ76LYFN0Ww73WVzlr,5
4DIHeElqQbFQv31kL3a0jL,3
6YzKiybBGTQ4JvYyWS3PDD,11
2VqgxwwVAoqKO0kNJnBHmP,11
5Vvu6MkyvNVdbsD5oV49Aw,0
5H4YGepZNnPhnOHA9vZSEP,6
1Pi1vQGKEPvfIQFHcjPRzp,5
2eLPcyGhaTXQBwby9Ey8lG,4
2R9EzpfbMKA3UkGTQLD3mG,4
4zPmVJ51QlCimfTrQIqQiV,3
7HheKCKMOVJWIcQvlqwQAv,2
5CWg36WHqSPBPc2mUwRCeJ,4
36EXQbkUL5PpT0zS9Tr7UT,4
17sOQMERbpyTJYav8YLPl8,4
5lPfsevvJq6zmIrF80cNPL,11
5EW6akmTVku8RFAqfV6FpY,2
1U56SWcLxXtqcVqRJ4JFLf,3
3LVveFLGPaumoHbk7Xpzkf,5
38Vjqr7xTeIzDpclKOkzli,0
3pJHPzIyBhnvGz202bcMaN,5
376bXpxgSDqX4VBEwnwPTT,2
5F2AuFzEiuAQD0JVNjVJQz,5
7pBsquIkbED6W6uSQJGbkn,3
7cFFhb9Wz2ZXLSpEk2VDKd,3
6rz0dTA0PdhXImFV5EjM0w,3
3vWzyGTu6Ovo1GdrcJqH6e,3
6kiauSlWtddVQx4JwJx51p,11
0vkzRCT7wzqWCFJw5TN1MQ,2
2CWOMDYFK4Ef3867nEhnVM,3
6V81K1OcvYgHEnCA6A2Qx9,0
6VS7wKwtvL2FvTupYSWZ9e,11
1rbMa4eGNrDTPS5AzWhYZX,2
5dWeqUFKGRfSDJGgV8x7yg,11
57hqlTEnzq3FqEy7CBki6x,6
2vBHkrdfGHlbraytUvDAS2,2
5HFCFmjuSubniEXnFOpiZG,11
42zptcskHuJYTg6ZMjGYt6,11
7otz0Bo4orUxz1a0CQSofH,0
0iGq43WpzuMfwUUEjY4wHK,3
6MNVXCCvHKUmGvEhJerySY,11
6d8tSFHaLUhItUR9HNYCeC,11
6FXlU48nPGYZ3i4Jrmm3vQ,6
6mapJIPnQ23RTAevUoE0DL,7
0WZFN4E8HrmGUU0EMyKQ8c,5
4IWGnyOHDrVZEtPWfs4s7q,6
20BSdaBpIUvUv6PUvqJN8l,5
5PTG6rrL6EPFD9E2QMI2pl,11
7foypmc7KZyU716Yv63BPe,5
49QVOdWgGagzLrThkIqtK6,3
4v1P7JCjehbg5TmLQo2mFy,14
6nO3tr47nr2P7f3hXb8JIo,3
7J6bnDDitOwfelaJNixHhL,2
0uxSUdBrJy9Un0EYoBowng,2
11cCVYamncF0ezwjj1irQ0,5
6Tb8Fse6LfJ0CRZVlNjHF5,6
7zxRMhXxJMQCeDDg0rKAVo,11
3aJ66zarLOVW4o2nPDxg0g,3
7g7raxdQpiLZT7aOlib4S1,6
2uIJmDr8yFuq27JgZGAw7l,7
2dl3nHfh36Fm0OI3cBdWQd,4
22lgcfIzEOCyxRjCqRkMu1,6
5tyt492WATUdxVSlFqETQ4,5
16dEB7EeEufDoo0QFXRn7p,5
14q1CWouLEjFT6zu5re8hR,5
6pfiqFIj7lOE9A8FofWY0G,4
5W8YXBz9MTIDyrpYaCg2Ky,2
0uppYCG86ajpV2hSR3dJJ0,6
5vdp5UmvTsnMEMESIF2Ym7,2
12dU3vAh6AFoJkisorfoUl,4
44wXefe8WB9Fd6xwtmAwbR,4
60a0Rd6pjrkxjPbaKzXjfq,3
72aCha2Meq7txnk451hz7k,3
21Qsj3cMVCx2xF2EVVNbEu,14
4LJhJ6DQS7NwE7UKtvcM52,4
6BqWhxll86CGGE6WxgdRqG,3
5qxChyzKLEyoPJ5qGrdurN,6
3DQVgcqaP3iSMbaKsd57l5,2
7w87IxuO7BDcJ3YUqCyMTT,2
1mvyqSb1tOvtVP1qfWEyPa,0
4WiiRw2PHMNQE0ad6y6GdD,6
7v9Ne4758aGFfFc5avh89h,14
3uPfVXcjnpOjyzI3jb3js4,0
0Ti2dlF2xLjXblvdU5fCxM,4
0a7BloCiNzLDD9qSQHh5m7,2
4iG2gAwKXsOcijVaVXzRPW,5
7ACxUo21jtTHzy7ZEV56vU,4
1jMaB19DiVR8OihLSuYFOt,6
5YBVDvTSSSiqv7KZDeUlXA,0
6GtX0jaNL8IjVQfrDBx81z,15
0tZ3mElWcr74OOhKEiNz1x,4
0d28khcov6AiegSCpG5TuT,14
5kr3j5Clb9rjEposoMyLVt,3
0PdM2a6oIjqepoEfcJo0RO,3
04caEZhAsQKnWqKsMwk9ud,14
7i0s9NDNkVs7DLuM44A3E4,5
7fFIX67Jif4R9E5QY44Rzt,15
6accuqb8bFUjDYY5EHQRGc,3
5WlXB5yq9EhNdtH2Hvimvg,0
6W3WjXdzUIbIlkk3t1H6pv,11
5cW5XhzearZSevdwQTBt7j,4
1ZdYvmeesVBt6CdItKIANk,6
1vpUCjhc849K7Q572xAEnu,11
2FWp9tA7j8lACsTNdx4HQ0,7
6mUwMth1MQT8NVSMI7lKjx,14
2Vov2JfTCWzeXj6x90vKp9,11
00yCJbywX7lNHo3upTYQXe,11
0SLzQJGK3VvQamPHBpTInm,5
5WJ0Q1zoLCOAtYUuwQhLJ3,0
4IGgG3xT8XL64Mf2P69F9d,11
4KOSQe97KsmMznSrJYkfGq,2
78vzqZLlZHzXYXrcR47APJ,11
0pjjN8tv0AogxHRPeVvc1V,0
55WLWX71YkHt2tSucNIf1g,2
6RZmgIVE3BZaLqzzdDNquh,2
6xI8gE0XSY9k0uem6YJFJ7,11
2ROhIFxqG6yIVckXcbZzn4,11
6fnogme1RNJKay9aCJNJaa,1
5wyH8M8rjogVA3LgZqyrt3,11
2qhLjL9qONvefECUVr0hwn,11
1H6Q8cBkDB8oGAefUFz9cM,11
4JuZQeSRYJfLCqBgBIxxrR,3
1BeLO7QAJG0dC1TKva3x93,11
4RcHWKuRLtEm1OnxFA2r3E,11
3qpGsZHqMN56A2mNgOioQC,5
5PyT4VlyiiX6BlftXKKCrU,11
0PdAPcDYgepDQ90SFWQvPG,6
3OGTEJN6HCf1J5qpsDNkcw,2
5FFqU5DrBCgqDIzX6jcvyz,11
13n1NU5Y7t0DOLcxIIyKXc,5
300DUx4tdtCdGEUXR032jA,11
0Z1nbG2KOuRKntstSAkSox,11
3pt3WoId5BLSCGWsHAOHAW,6
7nBcBsDEfMPTxRJRvjnRn5,11
5zLCzDHOmJGA6w3K2wXsZ7,11
1so8ZgQIoaFVAytjD1kkp5,6
6MwZMUK3C8WHlOao9gqwdR,11
5lpOycSXqVTxmpTU4nQuKU,0
12Aj5HcNeRIYXRsZEdjOZH,14
6aRVRfQZWy8vMmiBXu9vhy,0
0MJp6Q8HKShvf4ho12VFPp,2
3iX4gxfTGH6XQ5Y0Wl12MQ,13
2sU9EjevkrU9OkPZudvFNN,2
4cG2I0ouHItPqRG1ZDbYxC,4
6GqRl2u7LIW93T8Vi5LnXU,14
3WRIaWsws011vHMd9uzPjG,0
3LG7mtWGvsOdo9s3EWKZbA,4
3Zwu2K0Qa5sT6teCCHPShP,3
7kzKAuUzOITUauHAhoMoxA,0
1bCmvezFg5MRcENzCGG1Cy,4
39LmTF9RgyakzSYX8txrow,1
6ocbgoVGwYJhOv1GgI9NsF,11
3mgawAnZJZNZTFaZPofjNC,0
4sKn2B8c7db0g9YpCiF9fd,3
43DeSV93pJPT4lCZaWZ6b1,6
3UmaczJpikHgJFyBTAJVoz,14
40UeYwkXU1t4EZtD8O3zko,3
55cemM1ydkcBiM6JGlIXP6,14
0k664IuFwVP557Gnx7RhIl,6
58oryymPZNdtS2z8Une6NJ,3
7wcyO1rrH3Ru4t659IjG41,2
3eVuglKxN2sjoIGHAsFAge,7
0Bo5fjMtTfCD8vHGebivqc,13
2bCjaF7cRm53Wdq9RtkYJu,3
0c8X4ApJu6CNEXoIb5VKMo,3
047OwQQwyVF6plMgNIV6vR,6
03di0hRdZBCIzFf4nXoy7P,11
6ho88pvz4c8WCSFbdVXNia,0
3nTDO6k4R6i3FpKx0QNgJ5,5
2PCKWNZYcwyFKd4lVRWE8k,11
5hwUsRKvnO5yThjVrxHQVt,11
5SzhkC3NGjcIq6Brs8pSj1,0
1Bp5LdIxR3XlprIigqp4en,11
6RiMRVxOiEYd4QSu1cxrls,11
5StM7ktQ5TIstPckmRbWWH,11
6DZ9UsN80HCp3ppmzxGGTf,6
1ThmUihH9dF8EV08ku5AXN,11
7itsqu4pC7fp3ytIiiLvrX,2
3clpchqQ6A3p8jjPgKdhk0,11
37b1KAbfOZeBzeMB0LGO3g,11
3EGClTyUMdbeiJU44fIDm4,5
2G9R4Rx84h9sZf8SbyeFqn,7
4tlwLIabejkf6bfBFWKUet,0
30cbWWggQqnXRuZ0Xra5iN,1
2vE25qwuW7TFg1xiILHfPi,5
5ocuRCDSWiUMZcWI4Utd9g,0
7l0ZtXbl2aTvpHuynmiurl,11
79ty42V6NbEAQdEvVWa1IL,5
1dwEMvnyThZ3exkZXL6nW1,11
3a5Jt4Be7cM8zWUxPYmLNj,11
44nlOJLjLqwNgYcT277V25,11
1DyErR1XiKOI0K9VYHGekf,7
0KAeZmwp47R8KZt5zmIqvu,11
2WOxBv9WElDqB0opEAbCC4,11
0p1rtgkOhdwVRE31PqLw7h,7
4RwkD60oxDXokzAluwPc8B,7
0OZkPCEWmObzT2TdErznLD,2
2OX6QC9PUddyKBOfKrh2sB,11
4D3v2iwl2YlW4Y0jTHFL2F,11
106VtwWCZbr6LyBiPT4Qmn,11
15Y949TGjUppdT78h0S49P,11
3jq1RpStaB1YGyN3rRZGca,7
4D9F6gcVJ4dqg4fLz4Oyjd,11
52dm9op3rbfAkc1LGXgipW,7
3CLd7BfvgsBwBUI8kwFLU6,6
0oXIvlG6j5mCeViCB1E6Lv,6
2iTQEWxLtKrIoYr7FIWq6q,5
4g5IWycTaExrzYZFynV9vs,0
4OSBTYWVwsQhGLF9NHvIbR,6
0qwcGscxUHGZTgq0zcaqk1,4
45hOioMDJktr86iKDHC8gr,4
1QnvpPFP4Q3FHbDchqWiWy,3
590ZheHFaC3JsZBwL8otpk,4
5NTZM8YYeKM2YsGSffVIge,2
3JA9Jsuxr4xgHXEawAdCp4,3
7oJtjEkcsXLGcuXaZ8o2VJ,2
7vWFaMq63AwkFDhS2OAg5u,14
0TI8TP4FitVPoEHPTySx48,4
3l3xTXsUXeWlkPqzMs7mPD,1
1zneM1cLjM6w8BFmukl2Lr,0
4w0B2qq8asWtatQ4z6ezid,7
3NZJlJemX3mzjf56MqC5ML,6
0QvvVhTatOAgPH7q7r89fE,2
5VAKwJzAJgpysx7FL9W6MJ,5
0BBZuOGGBj9u4X3rAfmae8,2
2SYvX2G6D5SD6BpijIOBpG,6
0HOvoZ4m0aJp6vY4fVrI51,7
6y9Jj7NVcBOCsnn9Ps2CPN,7
